Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
"Industria de Diseño Textil, S.A. (BME:ITX)",BME:ITX,Retail (Special Lines),Consumer Discretionary,5600,Spain,Developed Europe,EU & Environs
Industrial & Infrastructure Fund Investment Corporation (TSE:3249),TSE:3249,R.E.I.T.,Real Estate,6798,Japan,Japan,Japan
Industrial & Prudential Investment Company Limited (BSE:501298),BSE:501298,Investments & Asset Management,Financials,6799,India,Emerging Markets,India
Industrial and Commercial Bank of China Limited (SEHK:1398),SEHK:1398,Bank (Money Center),Financials,6020,China,Emerging Markets,China
Industrial Asphalts (Ceylon) PLC (COSE:ASPH.N0000),COSE:ASPH.N0000,Chemical (Basic),Materials,2950,Sri Lanka,Emerging Markets,Small Asia
"Industrial Bank Co., Ltd. (SHSE:601166)",SHSE:601166,Bank (Money Center),Financials,6020,China,Emerging Markets,China
Industrial Bank of Korea (KOSE:A024110),KOSE:A024110,Bank (Money Center),Financials,6020,South Korea,Emerging Markets,Small Asia
Industrial Capital Holding AD (BUL:HIKA),BUL:HIKA,Diversified,Industrials,6799,Bulgaria,Emerging Markets,Eastern Europe & Russia
Industrial Commercial & Agricultural Public Limited Co. (ASE:ICAG),ASE:ICAG,Household Products,Consumer Staples,2840,Jordan,Emerging Markets,Africa and Middle East
Industrial Engineering Company for Construction and Development (CASE:ENGC),CASE:ENGC,Steel,Materials,3440,Egypt,Emerging Markets,Africa and Middle East
"Industrial Enterprises of America, Inc. (OTCPK:IEAM)",OTCPK:IEAM,Chemical (Basic),Materials,2990,United States,United States,United States
Industrial Holding Bulgaria AD (BUL:IHB),BUL:IHB,Construction Supplies,Industrials,6799,Bulgaria,Emerging Markets,Eastern Europe & Russia
"Industrial Human Capital, Inc. (NYSE:AXH)",NYSE:AXH,Investments & Asset Management,Financials,9995,United States,United States,United States
Industrial Investment Trust Limited (BSE:501295),BSE:501295,Investments & Asset Management,Financials,6799,India,Emerging Markets,India
Industrial Logistics Properties Trust (NasdaqGS:ILPT),NasdaqGS:ILPT,R.E.I.T.,Real Estate,6798,United States,United States,United States
Industrial Minerals Ltd (ASX:IND),ASX:IND,Metals & Mining,Materials,1400,Australia,"Australia, NZ and Canada",Australia & NZ
"Industrial Nanotech, Inc. (OTCPK:INTK)",OTCPK:INTK,Chemical (Specialty),Materials,2890,United States,United States,United States
Industrial Stars Of Italy 4 S.P.A. (BIT:IN4),BIT:IN4,Investments & Asset Management,Financials,9995,Italy,Developed Europe,EU & Environs
Industrials REIT Limited (JSE:MLI),JSE:MLI,R.E.I.T.,Real Estate,6510,Guernsey,Developed Europe,EU & Environs
"Industrias CH, S. A. B. de C. V. (BMV:ICH B)",BMV:ICH B,Steel,Materials,3312,Mexico,Emerging Markets,Latin America & Caribbean
"Industrias Peñoles, S.A.B. de C.V. (BMV:PE&OLES *)",BMV:PE&OLES *,Precious Metals,Materials,3310,Mexico,Emerging Markets,Latin America & Caribbean
Indústrias Romi S.A. (BOVESPA:ROMI3),BOVESPA:ROMI3,Machinery,Industrials,3540,Brazil,Emerging Markets,Latin America & Caribbean
Industrie Chimiche Forestali S.p.A. (BIT:ICF),BIT:ICF,Chemical (Specialty),Materials,2891,Italy,Developed Europe,EU & Environs
Industries Chimiques du Fluor (BVMT:ICF),BVMT:ICF,Chemical (Basic),Materials,2810,Tunisia,Emerging Markets,Africa and Middle East
Industries Qatar Q.P.S.C. (DSM:IQCD),DSM:IQCD,Diversified,Industrials,9997,Qatar,Emerging Markets,Africa and Middle East
Industronics Berhad (KLSE:ITRONIC),KLSE:ITRONIC,Electronics (General),Information Technology,9997,Malaysia,Emerging Markets,Small Asia
"Industry Source Consulting, Inc. (OTCPK:INSO)",OTCPK:INSO,Environmental & Waste Services,Industrials,7370,United States,United States,United States
Indutrade AB (publ) (OM:INDT),OM:INDT,Machinery,Industrials,3561,Sweden,Developed Europe,EU & Environs
INDVR Brands Inc. (CNSX:IDVR),CNSX:IDVR,Drugs (Pharmaceutical),Health Care,2834,Canada,"Australia, NZ and Canada",Canada
INEO Tech Corp. (TSXV:INEO),TSXV:INEO,Electronics (General),Information Technology,3800,Canada,"Australia, NZ and Canada",Canada
INEOS Styrolution India Limited (BSE:506222),BSE:506222,Chemical (Basic),Materials,2821,India,Emerging Markets,India
Inergy Technology Inc. (TPEX:6693),TPEX:6693,Semiconductor,Information Technology,3674,Taiwan,Emerging Markets,Small Asia
INES Corporation (TSE:9742),TSE:9742,Computer Services,Information Technology,7374,Japan,Japan,Japan
INESA Intelligent Tech Inc. (SHSE:600602),SHSE:600602,Software (Internet),Information Technology,7370,China,Emerging Markets,China
"INEST, Inc. (JASDAQ:3390)",JASDAQ:3390,Computer Services,Information Technology,7370,Japan,Japan,Japan
INFAC Corporation (KOSE:A023810),KOSE:A023810,Auto Parts,Consumer Discretionary,3714,South Korea,Emerging Markets,Small Asia
Infant Bacterial Therapeutics AB (publ) (OM:IBT B),OM:IBT B,Drugs (Pharmaceutical),Health Care,2834,Sweden,Developed Europe,EU & Environs
Infas Holding AG (DB:IFS),DB:IFS,Advertising,Communication Services,8700,Germany,Developed Europe,EU & Environs
Infibeam Avenues Limited (BSE:539807),BSE:539807,Information Services,Information Technology,7370,India,Emerging Markets,India
INFICON Holding AG (SWX:IFCN),SWX:IFCN,Electronics (General),Information Technology,3823,Switzerland,Developed Europe,EU & Environs
Infield Minerals Corp. (TSXV:INFD),TSXV:INFD,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Infimer Ltd (TASE:INFR-M),TASE:INFR-M,Chemical (Basic),Materials,2820,Israel,Emerging Markets,Africa and Middle East
Infineon Technologies AG (XTRA:IFX),XTRA:IFX,Semiconductor,Information Technology,3674,Germany,Developed Europe,EU & Environs
Infinera Corporation (NasdaqGS:INFN),NasdaqGS:INFN,Telecom. Equipment,Information Technology,3576,United States,United States,United States
"Infinite Group, Inc. (OTCPK:IMCI)",OTCPK:IMCI,Computer Services,Information Technology,7373,United States,United States,United States
Infinite Networks Corporation (OTCPK:INNX),OTCPK:INNX,Auto Parts,Consumer Discretionary,7812,United States,United States,United States
Infinite Ore Corp. (TSXV:ILI),TSXV:ILI,Metals & Mining,Materials,1400,Canada,"Australia, NZ and Canada",Canada
"INFINITT Healthcare Co., Ltd. (KOSDAQ:A071200)",KOSDAQ:A071200,Heathcare Information and Technology,Health Care,7373,South Korea,Emerging Markets,Small Asia
"Infinity Bank (Santa Ana, CA) (OTCPK:INFT)",OTCPK:INFT,Banks (Regional),Financials,6022,United States,United States,United States
Infinity Development Holdings Company Limited (SEHK:640),SEHK:640,Chemical (Basic),Materials,2860,Macau,Emerging Markets,China
Infinity Lithium Corporation Limited (ASX:INF),ASX:INF,Metals & Mining,Materials,1090,Australia,"Australia, NZ and Canada",Australia & NZ
Infinity Logistics and Transport Ventures Limited (SEHK:1442),SEHK:1442,Transportation,Industrials,4731,Malaysia,Emerging Markets,Small Asia
Infinity Mining Limited (ASX:IMI),ASX:IMI,Metals & Mining,Materials,1000,Australia,"Australia, NZ and Canada",Australia & NZ
"Infinity Pharmaceuticals, Inc. (NasdaqGS:INFI)",NasdaqGS:INFI,Drugs (Biotechnology),Health Care,2834,United States,United States,United States
Inflame Appliances Limited (BSE:541083),BSE:541083,Furn/Home Furnishings,Consumer Discretionary,3630,India,Emerging Markets,India
InflaRx N.V. (NasdaqGS:IFRX),NasdaqGS:IFRX,Drugs (Biotechnology),Health Care,2836,Germany,Developed Europe,EU & Environs
Inflection Point Acquisition Corp. (NasdaqCM:IPAX),NasdaqCM:IPAX,Investments & Asset Management,Financials,9995,United States,United States,United States
Inflection Resources Ltd. (CNSX:AUCU),CNSX:AUCU,Precious Metals,Materials,1041,Canada,"Australia, NZ and Canada",Canada
Info Edge (India) Limited (NSEI:NAUKRI),NSEI:NAUKRI,Software (Entertainment),Communication Services,7370,India,Emerging Markets,India
Info Yatirim Menkul Degerler A.S. (IBSE:INFO),IBSE:INFO,Investments & Asset Management,Financials,6200,Turkey,Developed Europe,EU & Environs
Info-Tek Corporation (TPEX:8183),TPEX:8183,Electronics (General),Information Technology,3670,Taiwan,Emerging Markets,Small Asia
InfoBank Corporation (KOSDAQ:A039290),KOSDAQ:A039290,Software (System & Application),Information Technology,4899,South Korea,Emerging Markets,Small Asia
InfoBeans Technologies Limited (NSEI:INFOBEAN),NSEI:INFOBEAN,Software (System & Application),Information Technology,7372,India,Emerging Markets,India
"Infobird Co., Ltd (NasdaqCM:IFBD)",NasdaqCM:IFBD,Software (System & Application),Information Technology,7370,China,Emerging Markets,China
Infocom Corporation (TSE:4348),TSE:4348,Computer Services,Information Technology,7370,Japan,Japan,Japan
"INFOMARK Co., Ltd (KOSDAQ:A175140)",KOSDAQ:A175140,Telecom. Equipment,Information Technology,3663,South Korea,Emerging Markets,Small Asia
Infomart Corporation (TSE:2492),TSE:2492,Information Services,Information Technology,7370,Japan,Japan,Japan
Infomedia Ltd (ASX:IFM),ASX:IFM,Software (System & Application),Information Technology,7372,Australia,"Australia, NZ and Canada",Australia & NZ
Infomedia Press Limited (BSE:509069),BSE:509069,Publishing & Newspapers,Industrials,9995,India,Emerging Markets,India
infoNet inc. (TSE:4444),TSE:4444,Software (Internet),Information Technology,7370,Japan,Japan,Japan
"Infore Environment Technology Group Co., Ltd. (SZSE:000967)",SZSE:000967,Machinery,Industrials,3560,China,Emerging Markets,China
Inform P. Lykos Holdings S.A. (ATSE:LYK),ATSE:LYK,Publishing & Newspapers,Industrials,2750,Greece,Developed Europe,EU & Environs
Informa plc (LSE:INF),LSE:INF,Advertising,Communication Services,7310,United Kingdom,Developed Europe,UK
Informatica Inc. (NYSE:INFA),NYSE:INFA,Software (System & Application),Information Technology,7370,United States,United States,United States
Informatics Education Ltd. (SGX:BOU),SGX:BOU,Education,Consumer Discretionary,8200,Singapore,Emerging Markets,Small Asia
