Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
China Aoyuan Group Limited (SEHK:3883),SEHK:3883,Real Estate (Development),Real Estate,6500,China,Emerging Markets,China
China Apex Group Limited (SEHK:2011),SEHK:2011,Apparel,Consumer Discretionary,3960,Hong Kong,Emerging Markets,China
China Art Financial Holdings Limited (SEHK:1572),SEHK:1572,Financial Svcs. (Non-bank & Insurance),Financials,6141,China,Emerging Markets,China
China Asia Valley Group Limited (SEHK:63),SEHK:63,Real Estate (Operations & Services),Real Estate,6500,Hong Kong,Emerging Markets,China
China Automobile New Retail (Holdings) Limited (SEHK:526),SEHK:526,Household Products,Consumer Discretionary,3089,Hong Kong,Emerging Markets,China
"China Automotive Engineering Research Institute Co., Ltd. (SHSE:601965)",SHSE:601965,Auto & Truck,Consumer Discretionary,3714,China,Emerging Markets,China
China Automotive Interior Decoration Holdings Limited (SEHK:48),SEHK:48,Auto Parts,Consumer Discretionary,2390,Hong Kong,Emerging Markets,China
"China Automotive Systems, Inc. (NasdaqCM:CAAS)",NasdaqCM:CAAS,Auto Parts,Consumer Discretionary,3714,China,Emerging Markets,China
China Aviation Oil (Singapore) Corporation Ltd (SGX:G92),SGX:G92,Oil/Gas Distribution,Energy,5172,Singapore,Emerging Markets,Small Asia
"China Avionics Systems Co.,Ltd. (SHSE:600372)",SHSE:600372,Aerospace/Defense,Industrials,3720,China,Emerging Markets,China
China Banking Corporation (PSE:CHIB),PSE:CHIB,Bank (Money Center),Financials,6020,Philippines,Emerging Markets,Small Asia
"China Baoan Group Co., Ltd. (SZSE:000009)",SZSE:000009,Diversified,Industrials,9997,China,Emerging Markets,China
China Baoli Technologies Holdings Limited (SEHK:164),SEHK:164,Computers/Peripherals,Information Technology,7900,Hong Kong,Emerging Markets,China
China Beidahuang Industry Group Holdings Limited (SEHK:39),SEHK:39,Retail (Distributors),Consumer Discretionary,2860,Hong Kong,Emerging Markets,China
China Best Group Holding Limited (SEHK:370),SEHK:370,Retail (Distributors),Consumer Discretionary,3312,Hong Kong,Emerging Markets,China
"China Bester Group Telecom Co., Ltd. (SHSE:603220)",SHSE:603220,Telecom. Services,Communication Services,4813,China,Emerging Markets,China
China Beststudy Education Group (SEHK:3978),SEHK:3978,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China Bills Finance Corporation (TWSE:2820),TWSE:2820,Brokerage & Investment Banking,Financials,6211,Taiwan,Emerging Markets,Small Asia
China Binary New Fintech Group (SEHK:8255),SEHK:8255,Financial Svcs. (Non-bank & Insurance),Financials,6200,China,Emerging Markets,China
China Biotech Services Holdings Limited (SEHK:8037),SEHK:8037,Healthcare Support Services,Health Care,2844,Hong Kong,Emerging Markets,China
China BlueChemical Ltd. (SEHK:3983),SEHK:3983,Chemical (Specialty),Materials,2870,China,Emerging Markets,China
"China Bohai Bank Co., Ltd. (SEHK:9668)",SEHK:9668,Bank (Money Center),Financials,6020,China,Emerging Markets,China
"China Boqi Environmental (Holding) Co., Ltd. (SEHK:2377)",SEHK:2377,Environmental & Waste Services,Industrials,1600,China,Emerging Markets,China
China Botanic Pharmaceutical Inc. (OTCPK:CBPI),OTCPK:CBPI,Household Products,Consumer Staples,9995,United States,United States,United States
China Boton Group Company Limited (SEHK:3318),SEHK:3318,Chemical (Specialty),Materials,2090,Hong Kong,Emerging Markets,China
China Bright Culture Group (SEHK:1859),SEHK:1859,Entertainment,Communication Services,7812,China,Emerging Markets,China
China Brilliant Global Limited (SEHK:8026),SEHK:8026,Retail (Distributors),Consumer Discretionary,7370,Hong Kong,Emerging Markets,China
"China Building Material Test & Certification Group Co., Ltd. (SHSE:603060)",SHSE:603060,Business & Consumer Services,Industrials,8734,China,Emerging Markets,China
"China Calxon Group Co., Ltd. (SZSE:000918)",SZSE:000918,Real Estate (General/Diversified),Real Estate,2020,China,Emerging Markets,China
"China CAMC Engineering Co., Ltd. (SZSE:002051)",SZSE:002051,Engineering/Construction,Industrials,8711,China,Emerging Markets,China
"China Carbon Graphite Group, Inc. (OTCPK:CHGI)",OTCPK:CHGI,Electrical Equipment,Industrials,3620,United States,United States,United States
China Carbon Neutral Development Group Limited (SEHK:1372),SEHK:1372,Auto Parts,Consumer Discretionary,1600,Hong Kong,Emerging Markets,China
China CBM Group Company Limited (SEHK:8270),SEHK:8270,Oil/Gas (Production and Exploration),Energy,1311,Hong Kong,Emerging Markets,China
"China Chemical & Pharmaceutical Co., Ltd. (TWSE:1701)",TWSE:1701,Drugs (Pharmaceutical),Health Care,2834,Taiwan,Emerging Markets,Small Asia
China Chengtong Development Group Limited (SEHK:217),SEHK:217,Retail (Distributors),Industrials,5000,Hong Kong,Emerging Markets,China
"China Chippacking Technology Co., Ltd. (SHSE:688216)",SHSE:688216,Semiconductor,Information Technology,3674,China,Emerging Markets,China
"China Chunlai Education Group Co., Ltd. (SEHK:1969)",SEHK:1969,Education,Consumer Discretionary,8200,China,Emerging Markets,China
"China CIFCO Investment Co., Ltd (SZSE:000996)",SZSE:000996,Retail (Automotive),Consumer Discretionary,5500,China,Emerging Markets,China
"China Cinda Asset Management Co., Ltd. (SEHK:1359)",SEHK:1359,Investments & Asset Management,Financials,6200,China,Emerging Markets,China
China CITIC Bank Corporation Limited (SEHK:998),SEHK:998,Bank (Money Center),Financials,6020,China,Emerging Markets,China
China City Infrastructure Group Limited (SEHK:2349),SEHK:2349,Real Estate (General/Diversified),Real Estate,6500,Hong Kong,Emerging Markets,China
China Coal Energy Company Limited (SEHK:1898),SEHK:1898,Coal & Related Energy,Energy,1220,China,Emerging Markets,China
"China Coal Xinji Energy Co.,Ltd (SHSE:601918)",SHSE:601918,Coal & Related Energy,Energy,1220,China,Emerging Markets,China
China Communications Construction Company Limited (SEHK:1800),SEHK:1800,Engineering/Construction,Industrials,1600,China,Emerging Markets,China
"China Communications Media Group Co., Ltd. (TPEX:6404)",TPEX:6404,Entertainment,Communication Services,7372,Taiwan,Emerging Markets,Small Asia
China Communications Services Corporation Limited (SEHK:552),SEHK:552,Engineering/Construction,Industrials,1700,China,Emerging Markets,China
China Conch Venture Holdings Limited (SEHK:586),SEHK:586,Engineering/Construction,Industrials,1600,China,Emerging Markets,China
China Construction Bank Corporation (SEHK:939),SEHK:939,Bank (Money Center),Financials,6020,China,Emerging Markets,China
China Container Terminal Corporation (TWSE:2613),TWSE:2613,Shipbuilding & Marine,Industrials,4400,Taiwan,Emerging Markets,Small Asia
China Creative Digital Entertainment Limited (SEHK:8078),SEHK:8078,Entertainment,Communication Services,7812,Hong Kong,Emerging Markets,China
"China Crescent Enterprises, Inc. (OTCPK:CCTR)",OTCPK:CCTR,Computer Services,Information Technology,7370,United States,United States,United States
"China Crystal New Material Holdings Co.,Ltd. (KOSDAQ:A900250)",KOSDAQ:A900250,Chemical (Specialty),Materials,3290,China,Emerging Markets,China
China CSSC Holdings Limited (SHSE:600150),SHSE:600150,Construction Supplies,Industrials,3730,China,Emerging Markets,China
"China Cyts Tours Holding Co., Ltd. (SHSE:600138)",SHSE:600138,Hotel/Gaming,Consumer Discretionary,4700,China,Emerging Markets,China
China Dasheng Biotechnology Company (OTCPK:CDBT),OTCPK:CDBT,Chemical (Specialty),Materials,2836,China,Emerging Markets,China
"China Datang Corporation Renewable Power Co., Limited (SEHK:1798)",SEHK:1798,Green & Renewable Energy,Utilities,4991,China,Emerging Markets,China
China Daye Non-Ferrous Metals Mining Limited (SEHK:661),SEHK:661,Metals & Mining,Materials,1000,Hong Kong,Emerging Markets,China
China Demeter Financial Investments Limited (SEHK:8120),SEHK:8120,Restaurant/Dining,Consumer Discretionary,2834,Hong Kong,Emerging Markets,China
"China Design Group Co., Ltd. (SHSE:603018)",SHSE:603018,Business & Consumer Services,Industrials,8711,China,Emerging Markets,China
"China Development Bank Financial Leasing Co., Ltd. (SEHK:1606)",SEHK:1606,Financial Svcs. (Non-bank & Insurance),Financials,6159,China,Emerging Markets,China
China Development Bank International Investment Limited (SEHK:1062),SEHK:1062,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
China Development Financial Holding Corporation (TWSE:2883),TWSE:2883,Insurance (Life),Financials,6020,Taiwan,Emerging Markets,Small Asia
China Digital Video Holdings Limited (SEHK:8280),SEHK:8280,Entertainment,Communication Services,7819,China,Emerging Markets,China
China Dili Group (SEHK:1387),SEHK:1387,Real Estate (Operations & Services),Real Estate,6500,Hong Kong,Emerging Markets,China
China Display Optoelectronics Technology Holdings Limited (SEHK:334),SEHK:334,Computers/Peripherals,Information Technology,3679,China,Emerging Markets,China
China Dive Company Limited (SZSE:300526),SZSE:300526,Recreation,Consumer Discretionary,3949,China,Emerging Markets,China
"China Dongsheng International, Inc. (OTCPK:CDSG)",OTCPK:CDSG,Household Products,Consumer Staples,2834,China,Emerging Markets,China
"China Dongxiang (Group) Co., Ltd. (SEHK:3818)",SEHK:3818,Apparel,Consumer Discretionary,2300,China,Emerging Markets,China
China Dredging Environment Protection Holdings Limited (SEHK:871),SEHK:871,Shipbuilding & Marine,Industrials,4400,China,Emerging Markets,China
China E-Information Technology Group Limited (SEHK:8055),SEHK:8055,Education,Consumer Discretionary,8200,Hong Kong,Emerging Markets,China
China e-Wallet Payment Group Limited (SEHK:802),SEHK:802,Software (System & Application),Information Technology,7372,Hong Kong,Emerging Markets,China
China East Education Holdings Limited (SEHK:667),SEHK:667,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China Eastern Airlines Corporation Limited (SHSE:600115),SHSE:600115,Air Transport,Industrials,4512,China,Emerging Markets,China
China Eco-Farming Limited (SEHK:8166),SEHK:8166,Transportation,Industrials,4731,Hong Kong,Emerging Markets,China
China Ecotek Corporation (TWSE:1535),TWSE:1535,Engineering/Construction,Industrials,8711,Taiwan,Emerging Markets,Small Asia
China Ecotourism Group Limited (SEHK:1371),SEHK:1371,Hotel/Gaming,Consumer Discretionary,7990,Hong Kong,Emerging Markets,China
China Education Group Holdings Limited (SEHK:839),SEHK:839,Education,Consumer Discretionary,8200,Hong Kong,Emerging Markets,China
China Education Resources Inc. (TSXV:CHN),TSXV:CHN,Education,Consumer Discretionary,8200,Canada,"Australia, NZ and Canada",Canada
China Electric Mfg. Corporation (TWSE:1611),TWSE:1611,Electrical Equipment,Industrials,3640,Taiwan,Emerging Markets,Small Asia
"China Electronics Holdings, Inc. (OTCPK:CEHD)",OTCPK:CEHD,Retail (Building Supply),Consumer Discretionary,5722,China,Emerging Markets,China
China Electronics Huada Technology Company Limited (SEHK:85),SEHK:85,Semiconductor,Information Technology,3661,Hong Kong,Emerging Markets,China
China Electronics Optics Valley Union Holding Company Limited (SEHK:798),SEHK:798,Real Estate (Development),Real Estate,6552,China,Emerging Markets,China
China Energy Development Holdings Limited (SEHK:228),SEHK:228,Oil/Gas (Production and Exploration),Energy,5812,Hong Kong,Emerging Markets,China
China Energy Engineering Corporation Limited (SEHK:3996),SEHK:3996,Engineering/Construction,Industrials,1600,China,Emerging Markets,China
China Enterprise Company Limited (SHSE:600675),SHSE:600675,Real Estate (Development),Real Estate,6500,China,Emerging Markets,China
China Environmental Energy Investment Limited (SEHK:986),SEHK:986,Retail (Distributors),Consumer Discretionary,4950,Hong Kong,Emerging Markets,China
China Environmental Resources Group Limited (SEHK:1130),SEHK:1130,Retail (Distributors),Industrials,2300,Hong Kong,Emerging Markets,China
China Environmental Technology and Bioenergy Holdings Limited (SEHK:1237),SEHK:1237,Recreation,Consumer Discretionary,2400,China,Emerging Markets,China
China Environmental Technology Holdings Limited (SEHK:646),SEHK:646,Utility (Water),Utilities,4950,Hong Kong,Emerging Markets,China
"China Ever Grand Financial Leasing Group Co., Ltd. (SEHK:379)",SEHK:379,Financial Svcs. (Non-bank & Insurance),Financials,3290,Hong Kong,Emerging Markets,China
China Everbright Bank Company Limited (SHSE:601818),SHSE:601818,Bank (Money Center),Financials,6020,China,Emerging Markets,China
China Everbright Environment Group Limited (SEHK:257),SEHK:257,Environmental & Waste Services,Industrials,4950,Hong Kong,Emerging Markets,China
China Everbright Greentech Limited (SEHK:1257),SEHK:1257,Green & Renewable Energy,Utilities,4911,Hong Kong,Emerging Markets,China
China Everbright Limited (SEHK:165),SEHK:165,Financial Svcs. (Non-bank & Insurance),Financials,6200,Hong Kong,Emerging Markets,China
China Everbright Water Limited (SGX:U9E),SGX:U9E,Utility (Water),Utilities,4950,China,Emerging Markets,China
China Evergrande Group (SEHK:3333),SEHK:3333,Real Estate (Development),Real Estate,6500,China,Emerging Markets,China
China Evergrande New Energy Vehicle Group Limited (SEHK:708),SEHK:708,Hospitals/Healthcare Facilities,Health Care,8062,China,Emerging Markets,China
"China Express Airlines Co.,LTD (SZSE:002928)",SZSE:002928,Air Transport,Industrials,4512,China,Emerging Markets,China
"China Fangda Group Co., Ltd. (SZSE:200055)",SZSE:200055,Building Materials,Industrials,3440,China,Emerging Markets,China
China Feihe Limited (SEHK:6186),SEHK:6186,Food Processing,Consumer Staples,2020,China,Emerging Markets,China
"China Film Co.,Ltd. (SHSE:600977)",SHSE:600977,Entertainment,Communication Services,7812,China,Emerging Markets,China
China Finance Investment Holdings Limited (SEHK:875),SEHK:875,Farming/Agriculture,Consumer Staples,2040,Hong Kong,Emerging Markets,China
China Financial International Investments Limited (SEHK:721),SEHK:721,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
"China Fineblanking Technology Co.,Ltd. (TPEX:1586)",TPEX:1586,Machinery,Industrials,3714,Taiwan,Emerging Markets,Small Asia
China First Capital Group Limited (SEHK:1269),SEHK:1269,Auto Parts,Consumer Discretionary,3714,Hong Kong,Emerging Markets,China
China First Heavy Industries (SHSE:601106),SHSE:601106,Machinery,Industrials,3500,China,Emerging Markets,China
China Food and Beverage Company (OTCPK:CHIF),OTCPK:CHIF,Software (System & Application),Information Technology,9995,United Kingdom,Developed Europe,UK
China Foods Holdings Ltd. (OTCPK:CFOO),OTCPK:CFOO,Drugs (Pharmaceutical),Health Care,2833,Hong Kong,Emerging Markets,China
China Foods Limited (SEHK:506),SEHK:506,Beverage (Soft),Consumer Staples,2000,Hong Kong,Emerging Markets,China
China Fordoo Holdings Limited (SEHK:2399),SEHK:2399,Apparel,Consumer Discretionary,2200,Hong Kong,Emerging Markets,China
China Fortune Financial Group Limited (SEHK:290),SEHK:290,Brokerage & Investment Banking,Financials,1731,Hong Kong,Emerging Markets,China
China Fortune Holdings Limited (SEHK:110),SEHK:110,Computer Services,Information Technology,5065,Hong Kong,Emerging Markets,China
"China Fortune Land Development Co., Ltd. (SHSE:600340)",SHSE:600340,Real Estate (General/Diversified),Real Estate,6500,China,Emerging Markets,China
"China Galaxy Securities Co., Ltd. (SEHK:6881)",SEHK:6881,Brokerage & Investment Banking,Financials,6211,China,Emerging Markets,China
China Gas Holdings Limited (SEHK:384),SEHK:384,Power,Utilities,4923,Hong Kong,Emerging Markets,China
China General Education Group Limited (SEHK:2175),SEHK:2175,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China General Plastics Corporation (TWSE:1305),TWSE:1305,Chemical (Basic),Materials,2821,Taiwan,Emerging Markets,Small Asia
China Geothermal Industry Development Group Limited (SEHK:8128),SEHK:8128,Business & Consumer Services,Industrials,3585,Hong Kong,Emerging Markets,China
China Gingko Education Group Company Limited (SEHK:1851),SEHK:1851,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China Glass Holdings Limited (SEHK:3300),SEHK:3300,Building Materials,Industrials,3211,Hong Kong,Emerging Markets,China
"China Glaze Co.,Ltd. (TWSE:1809)",TWSE:1809,Chemical (Specialty),Materials,2851,Taiwan,Emerging Markets,Small Asia
China Gold International Resources Corp. Ltd. (TSX:CGG),TSX:CGG,Precious Metals,Materials,1040,Canada,"Australia, NZ and Canada",Canada
China Golden Classic Group Limited (SEHK:8281),SEHK:8281,Household Products,Consumer Staples,2844,China,Emerging Markets,China
"China Grand Automotive Services Group Co., Ltd. (SHSE:600297)",SHSE:600297,Retail (Automotive),Consumer Discretionary,5500,China,Emerging Markets,China
"China Great Wall Securities Co., Ltd. (SZSE:002939)",SZSE:002939,Brokerage & Investment Banking,Financials,6211,China,Emerging Markets,China
"China Greatwall Technology Group Co., Ltd. (SZSE:000066)",SZSE:000066,Computers/Peripherals,Information Technology,3571,China,Emerging Markets,China
China Green (Holdings) Limited (SEHK:904),SEHK:904,Farming/Agriculture,Consumer Staples,100,Hong Kong,Emerging Markets,China
"China Green Agriculture, Inc. (NYSE:CGA)",NYSE:CGA,Chemical (Specialty),Materials,2870,China,Emerging Markets,China
China Greenland Broad Greenstate Group Company Limited (SEHK:1253),SEHK:1253,Environmental & Waste Services,Industrials,8700,China,Emerging Markets,China
"China Hainan Rubber Industry Group Co., Ltd. (SHSE:601118)",SHSE:601118,Chemical (Basic),Materials,3060,China,Emerging Markets,China
"China Haisheng Juice Holdings Co., Ltd (SEHK:359)",SEHK:359,Food Processing,Consumer Staples,2033,Hong Kong,Emerging Markets,China
"China Haisum Engineering Co., Ltd. (SZSE:002116)",SZSE:002116,Engineering/Construction,Industrials,8711,China,Emerging Markets,China
China Hanking Holdings Limited (SEHK:3788),SEHK:3788,Steel,Materials,1000,China,Emerging Markets,China
China Harmony Auto Holding Limited (SEHK:3836),SEHK:3836,Retail (Automotive),Consumer Discretionary,5500,China,Emerging Markets,China
"China Harzone Industry Corp., Ltd (SZSE:300527)",SZSE:300527,Construction Supplies,Industrials,3530,China,Emerging Markets,China
China Health Group Inc. (SEHK:8225),SEHK:8225,Heathcare Information and Technology,Health Care,2834,China,Emerging Markets,China
China Health Group Limited (SEHK:673),SEHK:673,Healthcare Support Services,Health Care,7370,Hong Kong,Emerging Markets,China
"China Health Industries Holdings, Inc. (OTCPK:CHHE)",OTCPK:CHHE,Household Products,Consumer Staples,2834,China,Emerging Markets,China
China Health Management Corp. (OTCPK:CNHC),OTCPK:CNHC,Hospitals/Healthcare Facilities,Health Care,3577,United States,United States,United States
China Healthwise Holdings Limited (SEHK:348),SEHK:348,Recreation,Consumer Discretionary,3944,Hong Kong,Emerging Markets,China
China HGS Real Estate Inc. (NasdaqCM:HGSH),NasdaqCM:HGSH,Real Estate (Development),Real Estate,6552,China,Emerging Markets,China
"China Hi-Tech Group Co., Ltd. (SHSE:600730)",SHSE:600730,Education,Consumer Discretionary,8200,China,Emerging Markets,China
"China High Speed Transmission Equipment Group Co., Ltd. (SEHK:658)",SEHK:658,Electrical Equipment,Industrials,3560,China,Emerging Markets,China
"China High-Speed Railway Technology Co., Ltd. (SZSE:000008)",SZSE:000008,Transportation (Railroads),Industrials,5180,China,Emerging Markets,China
China Hongguang Holdings Limited (SEHK:8646),SEHK:8646,Building Materials,Industrials,3211,China,Emerging Markets,China
China Hongqiao Group Limited (SEHK:1378),SEHK:1378,Metals & Mining,Materials,3350,China,Emerging Markets,China
China Huajun Group Limited (SEHK:377),SEHK:377,Retail (Distributors),Industrials,2650,Hong Kong,Emerging Markets,China
China Huarong Energy Company Limited (SEHK:1101),SEHK:1101,Oil/Gas (Production and Exploration),Energy,3730,Hong Kong,Emerging Markets,China
China Huirong Financial Holdings Limited (SEHK:1290),SEHK:1290,Financial Svcs. (Non-bank & Insurance),Financials,6153,China,Emerging Markets,China
"China Industrial Securities Co.,Ltd. (SHSE:601377)",SHSE:601377,Brokerage & Investment Banking,Financials,6211,China,Emerging Markets,China
China Industrial Securities International Financial Group Limited (SEHK:6058),SEHK:6058,Brokerage & Investment Banking,Financials,6211,Hong Kong,Emerging Markets,China
China Information Technology Development Limited (SEHK:8178),SEHK:8178,Software (System & Application),Information Technology,7372,Hong Kong,Emerging Markets,China
China Infrastructure & Logistics Group Ltd. (SEHK:1719),SEHK:1719,Shipbuilding & Marine,Industrials,4400,Hong Kong,Emerging Markets,China
China Infrastructure Construction Corp. (OTCPK:CHNC),OTCPK:CHNC,Healthcare Support Services,Health Care,0,United States,United States,United States
China Infrastructure Investment Limited (SEHK:600),SEHK:600,Real Estate (General/Diversified),Real Estate,6500,Hong Kong,Emerging Markets,China
China Innovation Investment Limited (SEHK:1217),SEHK:1217,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
"China Intelligence Information Systems, Inc. (OTCPK:IICN)",OTCPK:IICN,Software (System & Application),Information Technology,7373,China,Emerging Markets,China
China International Capital Corporation Limited (SEHK:3908),SEHK:3908,Brokerage & Investment Banking,Financials,6211,China,Emerging Markets,China
China International Development Corporation Limited (SEHK:264),SEHK:264,Apparel,Consumer Discretionary,3100,Hong Kong,Emerging Markets,China
China International Holdings Limited (SGX:BEH),SGX:BEH,Utility (Water),Utilities,4700,China,Emerging Markets,China
"China International Marine Containers (Group) Co., Ltd. (SZSE:000039)",SZSE:000039,Machinery,Industrials,3412,China,Emerging Markets,China
China Internet Investment Finance Holdings Limited (SEHK:810),SEHK:810,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
China Investment Development Limited (SEHK:204),SEHK:204,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
China Investment Fund Company Limited (SEHK:612),SEHK:612,Investments & Asset Management,Financials,6799,Hong Kong,Emerging Markets,China
China Investments Holdings Limited (SEHK:132),SEHK:132,Hotel/Gaming,Consumer Discretionary,6799,Hong Kong,Emerging Markets,China
China Isotope & Radiation Corporation (SEHK:1763),SEHK:1763,Healthcare Products,Health Care,2810,China,Emerging Markets,China
"China ITS (Holdings) Co., Ltd. (SEHK:1900)",SEHK:1900,Computer Services,Information Technology,7370,China,Emerging Markets,China
China Jicheng Holdings Limited (SEHK:1027),SEHK:1027,Apparel,Consumer Discretionary,3990,China,Emerging Markets,China
China Jinmao Holdings Group Limited (SEHK:817),SEHK:817,Real Estate (Development),Real Estate,6500,China,Emerging Markets,China
"China Jo-Jo Drugstores, Inc. (NasdaqCM:CJJD)",NasdaqCM:CJJD,Retail (Special Lines),Consumer Staples,5912,China,Emerging Markets,China
"China Jushi Co., Ltd. (SHSE:600176)",SHSE:600176,Construction Supplies,Materials,2221,China,Emerging Markets,China
China Kepei Education Group Limited (SEHK:1890),SEHK:1890,Education,Consumer Discretionary,8200,China,Emerging Markets,China
"China Kings Resources Group Co.,Ltd. (SHSE:603505)",SHSE:603505,Chemical (Basic),Materials,2810,China,Emerging Markets,China
China Kingstone Mining Holdings Limited (SEHK:1380),SEHK:1380,Metals & Mining,Materials,1400,China,Emerging Markets,China
China Kunda Technology Holdings Limited (Catalist:GU5),Catalist:GU5,Machinery,Industrials,3559,China,Emerging Markets,China
"China Leadshine Technology Co., Ltd. (SZSE:002979)",SZSE:002979,Electronics (General),Information Technology,3569,China,Emerging Markets,China
China Leon Inspection Holding Limited (SEHK:1586),SEHK:1586,Oilfield Svcs/Equip.,Energy,8700,China,Emerging Markets,China
China Lesso Group Holdings Limited (SEHK:2128),SEHK:2128,Building Materials,Industrials,3080,China,Emerging Markets,China
China Liberal Education Holdings Limited (NasdaqCM:CLEU),NasdaqCM:CLEU,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China Life Insurance Company Limited (SEHK:2628),SEHK:2628,Insurance (Life),Financials,6311,China,Emerging Markets,China
China Lilang Limited (SEHK:1234),SEHK:1234,Apparel,Consumer Discretionary,2300,China,Emerging Markets,China
China Literature Limited (SEHK:772),SEHK:772,Publishing & Newspapers,Communication Services,7370,China,Emerging Markets,China
China LNG Group Limited (SEHK:931),SEHK:931,Oil/Gas Distribution,Energy,5900,Hong Kong,Emerging Markets,China
"China Logistics Property Holdings Co., Ltd (SEHK:1589)",SEHK:1589,Real Estate (Operations & Services),Real Estate,6512,China,Emerging Markets,China
China Longyuan Power Group Corporation Limited (SEHK:916),SEHK:916,Green & Renewable Energy,Utilities,4991,China,Emerging Markets,China
China Ludao Technology Company Limited (SEHK:2023),SEHK:2023,Household Products,Consumer Staples,2840,China,Emerging Markets,China
China Man-Made Fiber Corporation (TWSE:1718),TWSE:1718,Chemical (Basic),Materials,2860,Taiwan,Emerging Markets,Small Asia
China Maple Leaf Educational Systems Limited (SEHK:1317),SEHK:1317,Education,Consumer Discretionary,8200,China,Emerging Markets,China
China Marine Information Electronics Company Limited (SHSE:600764),SHSE:600764,Aerospace/Defense,Industrials,3570,China,Emerging Markets,China
"China Master Logistics Co., Ltd. (SHSE:603967)",SHSE:603967,Transportation,Industrials,4730,China,Emerging Markets,China
China Medical & HealthCare Group Limited (SEHK:383),SEHK:383,Hospitals/Healthcare Facilities,Health Care,6200,Hong Kong,Emerging Markets,China
China Medical System Holdings Limited (SEHK:867),SEHK:867,Drugs (Pharmaceutical),Health Care,2834,Hong Kong,Emerging Markets,China
"China Meheco Group Co., Ltd. (SHSE:600056)",SHSE:600056,Retail (Distributors),Industrials,2834,China,Emerging Markets,China
China MeiDong Auto Holdings Limited (SEHK:1268),SEHK:1268,Retail (Automotive),Consumer Discretionary,5500,China,Emerging Markets,China
China Mengniu Dairy Company Limited (SEHK:2319),SEHK:2319,Food Processing,Consumer Staples,2020,Hong Kong,Emerging Markets,China
"China Merchants Bank Co., Ltd. (SHSE:600036)",SHSE:600036,Bank (Money Center),Financials,6020,China,Emerging Markets,China
China Merchants Commercial Real Estate Investment Trust (SEHK:1503),SEHK:1503,R.E.I.T.,Real Estate,6798,Hong Kong,Emerging Markets,China
