Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
MedicaNatumin AB (publ) (NGM:MEDNA),NGM:MEDNA,Household Products,Consumer Staples,2834,Sweden,Developed Europe,EU & Environs
Medicare Group Q.P.S.C. (DSM:MCGS),DSM:MCGS,Hospitals/Healthcare Facilities,Health Care,8060,Qatar,Emerging Markets,Africa and Middle East
Medicenna Therapeutics Corp. (TSX:MDNA),TSX:MDNA,Drugs (Biotechnology),Health Care,2836,Canada,"Australia, NZ and Canada",Canada
"Medicine Man Technologies, Inc. (OTCPK:SHWZ)",OTCPK:SHWZ,Drugs (Pharmaceutical),Health Care,8742,United States,United States,United States
"MediciNova, Inc. (NasdaqGM:MNOV)",NasdaqGM:MNOV,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
MEDICLIN Aktiengesellschaft (XTRA:MED),XTRA:MED,Hospitals/Healthcare Facilities,Health Care,8093,Germany,Developed Europe,EU & Environs
Mediclinic International plc (LSE:MDC),LSE:MDC,Hospitals/Healthcare Facilities,Health Care,8060,South Africa,Emerging Markets,Africa and Middle East
Medico Intercontinental Limited (BSE:539938),BSE:539938,Healthcare Support Services,Health Care,5122,India,Emerging Markets,India
Medico Remedies Limited (BSE:540937),BSE:540937,Drugs (Pharmaceutical),Health Care,2834,India,Emerging Markets,India
Medicofarma Biotech SA (WSE:MDB),WSE:MDB,Retail (Online),Consumer Discretionary,5960,Poland,Developed Europe,EU & Environs
Medicon Hellas S.A. (ATSE:MEDIC),ATSE:MEDIC,Healthcare Products,Health Care,3845,Greece,Developed Europe,EU & Environs
Medicover AB (publ) (OM:MCOV B),OM:MCOV B,Healthcare Support Services,Health Care,8000,Sweden,Developed Europe,EU & Environs
"MEDICOX Co., Ltd. (KOSDAQ:A054180)",KOSDAQ:A054180,Construction Supplies,Industrials,3600,South Korea,Emerging Markets,Small Asia
Medicskin Holdings Limited (SEHK:8307),SEHK:8307,Healthcare Support Services,Health Care,8090,Hong Kong,Emerging Markets,China
Medicure Inc. (TSXV:MPH),TSXV:MPH,Drugs (Biotechnology),Health Care,2836,Canada,"Australia, NZ and Canada",Canada
Medicus Sciences Acquisition Corp. (NasdaqCM:MSAC),NasdaqCM:MSAC,Investments & Asset Management,Financials,9995,United States,United States,United States
"Medifast, Inc. (NYSE:MED)",NYSE:MED,Household Products,Consumer Staples,2090,United States,United States,United States
"Medifron DBT Co., Ltd. (KOSDAQ:A065650)",KOSDAQ:A065650,Computer Services,Information Technology,7370,South Korea,Emerging Markets,Small Asia
Medigen Biotechnology Corp. (TPEX:3176),TPEX:3176,Drugs (Biotechnology),Health Care,2836,Taiwan,Emerging Markets,Small Asia
Medigen Vaccine Biologics Corporation (TPEX:6547),TPEX:6547,Drugs (Biotechnology),Health Care,2836,Taiwan,Emerging Markets,Small Asia
Medigene AG (XTRA:MDG1),XTRA:MDG1,Drugs (Biotechnology),Health Care,2836,Germany,Developed Europe,EU & Environs
Medika d.d. (ZGSE:MDKA),ZGSE:MDKA,Healthcare Support Services,Health Care,5122,Croatia,Emerging Markets,EU & Environs
"Medikit Co.,Ltd. (JASDAQ:7749)",JASDAQ:7749,Healthcare Products,Health Care,3841,Japan,Japan,Japan
Medilines Distributors Incorporated (PSE:MEDIC),PSE:MEDIC,Healthcare Support Services,Health Care,5047,Philippines,Emerging Markets,Small Asia
Medimaging Integrated Solution Inc. (TPEX:6796),TPEX:6796,Healthcare Products,Health Care,3845,Taiwan,Emerging Markets,Small Asia
Medimi AB (NGM:MEDIMI),NGM:MEDIMI,Healthcare Products,Health Care,3842,Sweden,Developed Europe,EU & Environs
"Medinah Minerals, Inc. (OTCPK:MDMN)",OTCPK:MDMN,Metals & Mining,Materials,1000,United States,United States,United States
MedinCell S.A. (ENXTPA:MEDCL),ENXTPA:MEDCL,Drugs (Pharmaceutical),Health Care,2834,France,Developed Europe,EU & Environs
Medine Limited (MUSE:MSE.N0000),MUSE:MSE.N0000,Farming/Agriculture,Consumer Staples,2060,Mauritius,Emerging Markets,Africa and Middle East
"MEDINET Co., Ltd. (TSE:2370)",TSE:2370,Heathcare Information and Technology,Health Care,8731,Japan,Japan,Japan
MediNet Group Limited (SEHK:8161),SEHK:8161,Healthcare Support Services,Health Care,6324,Hong Kong,Emerging Markets,China
Medinex Limited (Catalist:OTX),Catalist:OTX,Healthcare Support Services,Health Care,8090,Singapore,Emerging Markets,Small Asia
Medinice S.A. (WSE:ICE),WSE:ICE,Healthcare Products,Health Care,3845,Poland,Developed Europe,EU & Environs
Medinova Diagnostic Services Limited (BSE:526301),BSE:526301,Healthcare Support Services,Health Care,8090,India,Emerging Markets,India
Mediobanca Banca di Credito Finanziario S.p.A. (BIT:MB),BIT:MB,Bank (Money Center),Financials,6211,Italy,Developed Europe,EU & Environs
Medion AG (XTRA:MDN),XTRA:MDN,Retail (Distributors),Consumer Discretionary,5045,Germany,Developed Europe,EU & Environs
Medios AG (XTRA:ILM1),XTRA:ILM1,Healthcare Support Services,Health Care,5122,Germany,Developed Europe,EU & Environs
MediPal Holdings Corporation (TSE:7459),TSE:7459,Healthcare Support Services,Health Care,5122,Japan,Japan,Japan
MediPharm Labs Corp. (TSX:LABS),TSX:LABS,Drugs (Pharmaceutical),Health Care,2834,Canada,"Australia, NZ and Canada",Canada
Mediplantex National Pharmaceutical Joint Stock Company (HNX:MED),HNX:MED,Drugs (Pharmaceutical),Health Care,2834,Vietnam,Emerging Markets,Small Asia
"MEDIPOST Co., Ltd. (KOSDAQ:A078160)",KOSDAQ:A078160,Healthcare Support Services,Health Care,2836,South Korea,Emerging Markets,Small Asia
Medipower (Overseas) Public Co. Limited (TASE:MDPR),TASE:MDPR,Real Estate (General/Diversified),Real Estate,6500,Cyprus,Developed Europe,EU & Environs
MEDIQON Group AG (XTRA:MCE),XTRA:MCE,Heathcare Information and Technology,Health Care,7373,Germany,Developed Europe,EU & Environs
Medistim ASA (OB:MEDI),OB:MEDI,Healthcare Products,Health Care,3845,Norway,Developed Europe,EU & Environs
Meditera Tibbi Malzeme Sanayi ve Ticaret Anonim Sirketi (IBSE:MEDTR),IBSE:MEDTR,Healthcare Products,Health Care,3841,Turkey,Developed Europe,EU & Environs
Mediterra S.A. (ATSE:MSHOP),ATSE:MSHOP,Retail (General),Consumer Discretionary,5400,Greece,Developed Europe,EU & Environs
Mediterranean Tourism Investment Company (ASE:MDTR),ASE:MDTR,Hotel/Gaming,Consumer Discretionary,7011,Jordan,Emerging Markets,Africa and Middle East
Mediterranean Towers Ltd. (TASE:MDTR),TASE:MDTR,Hospitals/Healthcare Facilities,Health Care,6500,Israel,Emerging Markets,Africa and Middle East
"Medius Holdings Co., Ltd. (TSE:3154)",TSE:3154,Healthcare Support Services,Health Care,5047,Japan,Japan,Japan
Medivir AB (publ) (OM:MVIR B),OM:MVIR B,Drugs (Biotechnology),Health Care,8731,Sweden,Developed Europe,EU & Environs
Medivolve Inc. (OTCPK:COPR.F),OTCPK:COPR.F,Healthcare Support Services,Health Care,8071,Canada,"Australia, NZ and Canada",Canada
Mediwelcome Healthcare Management & Technology Inc. (SEHK:2159),SEHK:2159,Healthcare Support Services,Health Care,7311,China,Emerging Markets,China
MediWound Ltd. (NasdaqGM:MDWD),NasdaqGM:MDWD,Drugs (Pharmaceutical),Health Care,2836,Israel,Emerging Markets,Africa and Middle East
"MediXall Group, Inc. (OTCPK:MDXL)",OTCPK:MDXL,Heathcare Information and Technology,Health Care,7370,United States,United States,United States
MEDIZEN HUMANCARE Inc. (XKON:A236340),XKON:A236340,Heathcare Information and Technology,Health Care,8731,South Korea,Emerging Markets,Small Asia
Medlab Clinical Limited (ASX:MDC),ASX:MDC,Drugs (Biotechnology),Health Care,2834,Australia,"Australia, NZ and Canada",Australia & NZ
Medley Management Inc. (OTCPK:MDLM),OTCPK:MDLM,Investments & Asset Management,Financials,6282,United States,United States,United States
"Medley, Inc. (TSE:4480)",TSE:4480,Heathcare Information and Technology,Health Care,7370,Japan,Japan,Japan
"Medlive Technology Co., Ltd. (SEHK:2192)",SEHK:2192,Heathcare Information and Technology,Health Care,7370,China,Emerging Markets,China
MedMen Enterprises Inc. (CNSX:MMEN),CNSX:MMEN,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
MedMira Inc. (TSXV:MIR),TSXV:MIR,Healthcare Products,Health Care,2835,Canada,"Australia, NZ and Canada",Canada
medmix AG (SWX:MEDX),SWX:MEDX,Healthcare Products,Health Care,3842,Switzerland,Developed Europe,EU & Environs
"MEDNAX, Inc. (NYSE:MD)",NYSE:MD,Healthcare Support Services,Health Care,8011,United States,United States,United States
Mednow Inc. (TSXV:MNOW),TSXV:MNOW,Retail (Online),Consumer Discretionary,5960,Canada,"Australia, NZ and Canada",Canada
medondo holding AG (DB:AMI),DB:AMI,Computer Services,Information Technology,7370,Germany,Developed Europe,EU & Environs
Medora hoteli i ljetovalista d.d. (ZGSE:HPDG),ZGSE:HPDG,Hotel/Gaming,Consumer Discretionary,7011,Croatia,Emerging Markets,EU & Environs
"Medpace Holdings, Inc. (NasdaqGS:MEDP)",NasdaqGS:MEDP,Heathcare Information and Technology,Health Care,8731,United States,United States,United States
"MedPacto, Inc. (KOSDAQ:A235980)",KOSDAQ:A235980,Drugs (Biotechnology),Health Care,2836,South Korea,Emerging Markets,Small Asia
"MedPeer,Inc. (TSE:6095)",TSE:6095,Heathcare Information and Technology,Health Care,7370,Japan,Japan,Japan
MedPlus Health Services Limited (NSEI:MEDPLUS),NSEI:MEDPLUS,Retail (Special Lines),Consumer Staples,5912,India,Emerging Markets,India
"Medprin Regenerative Medical Technologies Co., Ltd. (SZSE:301033)",SZSE:301033,Healthcare Products,Health Care,3845,China,Emerging Markets,China
"MedRx Co., Ltd (TSE:4586)",TSE:4586,Drugs (Pharmaceutical),Health Care,2834,Japan,Japan,Japan
MedSmart Group Inc. (OTCPK:MSGP),OTCPK:MSGP,Healthcare Support Services,Health Care,8069,United States,United States,United States
MedTech Acquisition Corporation (NasdaqCM:MTAC),NasdaqCM:MTAC,Investments & Asset Management,Financials,9995,United States,United States,United States
Medtecs International Corporation Limited (Catalist:546),Catalist:546,Healthcare Products,Health Care,3842,Taiwan,Emerging Markets,Small Asia
Medtronic plc (NYSE:MDT),NYSE:MDT,Healthcare Products,Health Care,3845,Ireland,Developed Europe,EU & Environs
Medusa Mining Limited (ASX:MML),ASX:MML,Precious Metals,Materials,1040,Australia,"Australia, NZ and Canada",Australia & NZ
MedX Health Corp (TSXV:MDX),TSXV:MDX,Healthcare Products,Health Care,3845,Canada,"Australia, NZ and Canada",Canada
"MedX Holdings, Inc. (OTCPK:MEDH)",OTCPK:MEDH,Homebuilding,Consumer Discretionary,7370,United States,United States,United States
Medy-Tox Inc. (KOSDAQ:A086900),KOSDAQ:A086900,Drugs (Biotechnology),Health Care,2836,South Korea,Emerging Markets,Small Asia
"MEDYSSEY Co.,Ltd (XKON:A200580)",XKON:A200580,Healthcare Products,Health Care,3842,South Korea,Emerging Markets,Small Asia
Meeka Gold Limited (ASX:MEK),ASX:MEK,Precious Metals,Materials,6799,Australia,"Australia, NZ and Canada",Australia & NZ
Meenakshi Enterprises Limited (BSE:538834),BSE:538834,Financial Svcs. (Non-bank & Insurance),Financials,6153,India,Emerging Markets,India
Meera Industries Limited (BSE:540519),BSE:540519,Machinery,Industrials,3550,India,Emerging Markets,India
meerecompany Incorporated (KOSDAQ:A049950),KOSDAQ:A049950,Semiconductor Equip,Information Technology,3679,South Korea,Emerging Markets,Small Asia
Meezan Bank Limited (KASE:MEBL),KASE:MEBL,Bank (Money Center),Financials,6020,Pakistan,Emerging Markets,Small Asia
Mefcom Capital Markets Limited (BSE:531176),BSE:531176,Brokerage & Investment Banking,Financials,6211,India,Emerging Markets,India
MEG Energy Corp. (TSX:MEG),TSX:MEG,Oil/Gas (Production and Exploration),Energy,1300,Canada,"Australia, NZ and Canada",Canada
Mega Copper Ltd. (TSXV:MCU),TSXV:MCU,Metals & Mining,Materials,1099,Canada,"Australia, NZ and Canada",Canada
Mega Corporation Limited (BSE:531417),BSE:531417,Financial Svcs. (Non-bank & Insurance),Financials,4522,India,Emerging Markets,India
"Mega Financial Holding Co., Ltd. (TWSE:2886)",TWSE:2886,Bank (Money Center),Financials,6020,Taiwan,Emerging Markets,Small Asia
Mega First Corporation Berhad (KLSE:MFCB),KLSE:MFCB,Power,Utilities,4991,Malaysia,Emerging Markets,Small Asia
"MEGA International Development Co.,Ltd. (TPEX:5529)",TPEX:5529,Real Estate (Operations & Services),Real Estate,6552,Taiwan,Emerging Markets,Small Asia
Mega Lifesciences Public Company Limited (SET:MEGA),SET:MEGA,Drugs (Pharmaceutical),Health Care,2834,Thailand,Emerging Markets,Small Asia
Mega Nirman & Industries Limited (BSE:539767),BSE:539767,Retail (Distributors),Consumer Discretionary,5094,India,Emerging Markets,India
Mega Or Holdings Ltd (TASE:MGOR),TASE:MGOR,Real Estate (Operations & Services),Real Estate,6500,Israel,Emerging Markets,Africa and Middle East
Mega Polietilen Köpük Sanayi ve Ticaret Anonim Sirketi (IBSE:MEGAP),IBSE:MEGAP,Chemical (Basic),Materials,3086,Turkey,Developed Europe,EU & Environs
Mega Sun City Holdings Berhad (KLSE:MEGASUN),KLSE:MEGASUN,Business & Consumer Services,Industrials,100,Malaysia,Emerging Markets,Small Asia
Mega Uranium Ltd. (TSX:MGA),TSX:MGA,Coal & Related Energy,Energy,1000,Canada,"Australia, NZ and Canada",Canada
Megachem (Thailand) Public Company Limited (SET:MGT),SET:MGT,Retail (Distributors),Industrials,2800,Thailand,Emerging Markets,Small Asia
Megachem Limited (Catalist:5DS),Catalist:5DS,Retail (Distributors),Industrials,5160,Singapore,Emerging Markets,Small Asia
MegaChips Corporation (TSE:6875),TSE:6875,Semiconductor,Information Technology,3674,Japan,Japan,Japan
Megado Gold Limited (ASX:MEG),ASX:MEG,Precious Metals,Materials,1040,Australia,"Australia, NZ and Canada",Australia & NZ
Megaforce Company Limited (TPEX:3294),TPEX:3294,Electronics (General),Information Technology,3089,Taiwan,Emerging Markets,Small Asia
"MEGAIN Holding (Cayman) Co., Ltd. (SEHK:6939)",SEHK:6939,Semiconductor,Information Technology,3674,China,Emerging Markets,China
MEGAKRÁN Kereskedelmi és Szolgáltató Nyilvánosan Muködo Részvénytársaság (BUSE:MEGAKRAN),BUSE:MEGAKRAN,Retail (Distributors),Industrials,5010,Hungary,Developed Europe,EU & Environs
"MegaMD Co., Ltd. (KOSDAQ:A133750)",KOSDAQ:A133750,Education,Consumer Discretionary,8200,South Korea,Emerging Markets,Small Asia
MegaPixel Studio S.A. (WSE:MPS),WSE:MPS,Entertainment,Communication Services,7372,Poland,Developed Europe,EU & Environs
Megaport Limited (ASX:MP1),ASX:MP1,Software (Internet),Information Technology,7370,Australia,"Australia, NZ and Canada",Australia & NZ
"MegaPro Biomedical Co., Ltd (TPEX:6827)",TPEX:6827,Drugs (Biotechnology),Health Care,0,Taiwan,Emerging Markets,Small Asia
MEGARON Spólka Akcyjna (WSE:MEG),WSE:MEG,Construction Supplies,Materials,3270,Poland,Developed Europe,EU & Environs
Megasoft Limited (BSE:532408),BSE:532408,Software (System & Application),Information Technology,4812,India,Emerging Markets,India
Megastar Foods Limited (BSE:541352),BSE:541352,Food Processing,Consumer Staples,2040,India,Emerging Markets,India
"MegaStudy Co., Ltd. (KOSDAQ:A072870)",KOSDAQ:A072870,Education,Consumer Discretionary,8200,South Korea,Emerging Markets,Small Asia
MegaStudyEdu Co. Ltd (KOSDAQ:A215200),KOSDAQ:A215200,Education,Consumer Discretionary,8200,South Korea,Emerging Markets,Small Asia
MegaWatt Lithium and Battery Metals Corp. (CNSX:MEGA),CNSX:MEGA,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Megawide Construction Corporation (PSE:MWIDE),PSE:MWIDE,Engineering/Construction,Industrials,0,Philippines,Emerging Markets,Small Asia
"Megawin Technology Co., Ltd. (TPEX:3122)",TPEX:3122,Semiconductor,Information Technology,7372,Taiwan,Emerging Markets,Small Asia
Megaworld Corporation (PSE:MEG),PSE:MEG,Real Estate (Development),Real Estate,6500,Philippines,Emerging Markets,Small Asia
Meggitt PLC (LSE:MGGT),LSE:MGGT,Aerospace/Defense,Industrials,3812,United Kingdom,Developed Europe,UK
Meghmani Finechem Limited (BSE:543332),BSE:543332,Chemical (Basic),Materials,2800,India,Emerging Markets,India
Meghmani Organics Limited (BSE:543331),BSE:543331,Chemical (Specialty),Materials,2800,India,Emerging Markets,India
Meghna Cement Mills Limited (DSE:MEGHNACEM),DSE:MEGHNACEM,Construction Supplies,Materials,3241,Bangladesh,Emerging Markets,Small Asia
Meghna Condensed Milk Industries Limited (DSE:MEGCONMILK),DSE:MEGCONMILK,Food Processing,Consumer Staples,2020,Bangladesh,Emerging Markets,Small Asia
Meghna Life Insurance Company Limited (DSE:MEGHNALIFE),DSE:MEGHNALIFE,Insurance (Life),Financials,6311,Bangladesh,Emerging Markets,Small Asia
Meghna PET Industries Limited (DSE:MEGHNAPET),DSE:MEGHNAPET,Food Processing,Consumer Staples,2000,Bangladesh,Emerging Markets,Small Asia
Meghna Petroleum Limited (DSE:MPETROLEUM),DSE:MPETROLEUM,Oilfield Svcs/Equip.,Energy,5172,Bangladesh,Emerging Markets,Small Asia
MeglioQuesto S.p.A. (BIT:1CALL),BIT:1CALL,Advertising,Communication Services,7370,Italy,Developed Europe,EU & Environs
Meglon Infra-Real (India) Limited (BSE:511367),BSE:511367,Real Estate (Development),Real Estate,6500,India,Emerging Markets,India
"Megmilk Snow Brand Co., Ltd. (TSE:2270)",TSE:2270,Food Processing,Consumer Staples,2020,Japan,Japan,Japan
"Megola, Inc. (OTCPK:MGON)",OTCPK:MGON,Drugs (Pharmaceutical),Health Care,2834,Canada,"Australia, NZ and Canada",Canada
Megri Soft Limited (BSE:539012),BSE:539012,Computer Services,Information Technology,7371,India,Emerging Markets,India
MeGroup Ltd. (Catalist:SJY),Catalist:SJY,Retail (Automotive),Consumer Discretionary,5500,Singapore,Emerging Markets,Small Asia
MegumaGold Corp. (CNSX:NSAU),CNSX:NSAU,Precious Metals,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Megureit Israel Ltd (TASE:MGRT),TASE:MGRT,R.E.I.T.,Real Estate,6798,Israel,Emerging Markets,Africa and Middle East
Mehadrin Ltd. (TASE:MEDN),TASE:MEDN,Farming/Agriculture,Consumer Staples,100,Israel,Emerging Markets,Africa and Middle East
Mehai Technology Limited (BSE:540730),BSE:540730,Electrical Equipment,Industrials,3640,India,Emerging Markets,India
Mehran Sugar Mills Limited (KASE:MRNS),KASE:MRNS,Food Processing,Consumer Staples,2060,Pakistan,Emerging Markets,Small Asia
Mehta Housing Finance Limited (BSE:511740),BSE:511740,Financial Svcs. (Non-bank & Insurance),Financials,6162,India,Emerging Markets,India
Mehta Integrated Finance Limited (BSE:511377),BSE:511377,Brokerage & Investment Banking,Financials,6159,India,Emerging Markets,India
Mehta Securities Ltd. (BSE:511738),BSE:511738,Brokerage & Investment Banking,Financials,6211,India,Emerging Markets,India
Mei Ah Entertainment Group Limited (SEHK:391),SEHK:391,Entertainment,Communication Services,7820,Hong Kong,Emerging Markets,China
"MEI Pharma, Inc. (NasdaqCM:MEIP)",NasdaqCM:MEIP,Drugs (Biotechnology),Health Care,2834,United States,United States,United States
Meidensha Corporation (TSE:6508),TSE:6508,Machinery,Industrials,3600,Japan,Japan,Japan
Meier Tobler Group AG (SWX:MTG),SWX:MTG,Machinery,Industrials,3433,Switzerland,Developed Europe,EU & Environs
"MeiG Smart Technology Co., Ltd (SZSE:002881)",SZSE:002881,Telecom. Equipment,Information Technology,3669,China,Emerging Markets,China
"Meiho Enterprise Co., Ltd. (JASDAQ:8927)",JASDAQ:8927,Real Estate (General/Diversified),Real Estate,6500,Japan,Japan,Japan
Meiho Facility Works Ltd. (TSE:1717),TSE:1717,Business & Consumer Services,Industrials,8711,Japan,Japan,Japan
"Meiho Holdings,Inc. (TSE:7369)",TSE:7369,Engineering/Construction,Industrials,8700,Japan,Japan,Japan
"MeiHua Holdings Group Co.,Ltd (SHSE:600873)",SHSE:600873,Food Processing,Consumer Staples,3600,China,Emerging Markets,China
"Meiji Electric Industries Co.,Ltd. (TSE:3388)",TSE:3388,Retail (Distributors),Industrials,5063,Japan,Japan,Japan
"Meiji Holdings Co., Ltd. (TSE:2269)",TSE:2269,Food Processing,Consumer Staples,2000,Japan,Japan,Japan
"Meiji Machine Co., Ltd. (TSE:6334)",TSE:6334,Machinery,Industrials,1700,Japan,Japan,Japan
"Meiji Shipping Co., Ltd. (TSE:9115)",TSE:9115,Shipbuilding & Marine,Industrials,4412,Japan,Japan,Japan
"Meiko Construction Co.,Ltd. (NSE:1869)",NSE:1869,Engineering/Construction,Industrials,8711,Japan,Japan,Japan
"Meiko Electronics Co., Ltd. (TSE:6787)",TSE:6787,Electronics (General),Information Technology,3672,Japan,Japan,Japan
"Meiko Network Japan Co., Ltd. (TSE:4668)",TSE:4668,Education,Consumer Discretionary,8200,Japan,Japan,Japan
"Meiko Trans Co., Ltd. (NSE:9357)",NSE:9357,Shipbuilding & Marine,Industrials,4400,Japan,Japan,Japan
Meilleure Health International Industry Group Limited (SEHK:2327),SEHK:2327,Retail (Distributors),Industrials,2834,Hong Kong,Emerging Markets,China
"Meiloon Industrial Co., Ltd. (TWSE:2477)",TWSE:2477,Electronics (Consumer & Office),Consumer Discretionary,3651,Taiwan,Emerging Markets,Small Asia
"meinan M&A co.,ltd. (NSE:7076)",NSE:7076,Brokerage & Investment Banking,Financials,6211,Japan,Japan,Japan
"Meinian Onehealth Healthcare Holdings Co., Ltd. (SZSE:002044)",SZSE:002044,Healthcare Support Services,Health Care,8090,China,Emerging Markets,China
MeiraGTx Holdings plc (NasdaqGS:MGTX),NasdaqGS:MGTX,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"MEISEI INDUSTRIAL Co.,Ltd. (TSE:1976)",TSE:1976,Engineering/Construction,Industrials,1600,Japan,Japan,Japan
