Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
National Life and General Insurance Company SAOG (MSM:NLIF),MSM:NLIF,Insurance (Life),Financials,6311,Oman,Emerging Markets,Africa and Middle East
National Life Insurance Company Limited (DSE:NATLIFEINS),DSE:NATLIFEINS,Insurance (Life),Financials,6311,Bangladesh,Emerging Markets,Small Asia
National Marine Dredging Company (ADX:NMDC),ADX:NMDC,Engineering/Construction,Industrials,1600,United Arab Emirates,Emerging Markets,Africa and Middle East
National Medical Care Company (SASE:4005),SASE:4005,Hospitals/Healthcare Facilities,Health Care,8060,Saudi Arabia,Emerging Markets,Africa and Middle East
National Metal Manufacturing and Casting Co. (SASE:2220),SASE:2220,Steel,Materials,3310,Saudi Arabia,Emerging Markets,Africa and Middle East
National Mobile Telecommunications Company K.S.C.P. (KWSE:OOREDOO),KWSE:OOREDOO,Telecom (Wireless),Communication Services,4812,Kuwait,Emerging Markets,Africa and Middle East
National Oxygen Limited (BSE:507813),BSE:507813,Chemical (Specialty),Materials,2810,India,Emerging Markets,India
National Peroxide Limited (BSE:500298),BSE:500298,Chemical (Basic),Materials,2810,India,Emerging Markets,India
National Petrochemical Company (SASE:2002),SASE:2002,Chemical (Basic),Materials,2860,Saudi Arabia,Emerging Markets,Africa and Middle East
"National Petroleum Co., Ltd. (TWSE:9937)",TWSE:9937,Retail (Automotive),Consumer Discretionary,5500,Taiwan,Emerging Markets,Small Asia
National Petroleum Services Company K.S.C.P. (KWSE:NAPESCO),KWSE:NAPESCO,Oilfield Svcs/Equip.,Energy,1382,Kuwait,Emerging Markets,Africa and Middle East
National Plastic Industries Limited (BSE:526616),BSE:526616,Furn/Home Furnishings,Consumer Discretionary,3089,India,Emerging Markets,India
National Plastic Technologies Limited (BSE:531287),BSE:531287,Chemical (Basic),Materials,3080,India,Emerging Markets,India
National Plywood Industries Limited (BSE:516062),BSE:516062,Paper/Forest Products,Materials,2430,India,Emerging Markets,India
National Polymer Industries Limited (DSE:NPOLYMER),DSE:NPOLYMER,Chemical (Basic),Materials,3080,Bangladesh,Emerging Markets,Small Asia
National Portfolio Securities Group (ASE:MHFZ),ASE:MHFZ,Brokerage & Investment Banking,Financials,6211,Jordan,Emerging Markets,Africa and Middle East
"National Presto Industries, Inc. (NYSE:NPK)",NYSE:NPK,Aerospace/Defense,Industrials,3480,United States,United States,United States
National Real Estate Bank For Development (CASE:NRPD),CASE:NRPD,Engineering/Construction,Industrials,6500,Egypt,Emerging Markets,Africa and Middle East
National Real Estate Company - K.P.S.C. (KWSE:NRE),KWSE:NRE,Real Estate (General/Diversified),Real Estate,6500,Kuwait,Emerging Markets,Africa and Middle East
National Refinery Limited (KASE:NRL),KASE:NRL,Oilfield Svcs/Equip.,Energy,2911,Pakistan,Emerging Markets,Small Asia
National Reinsurance Corporation of the Philippines (PSE:NRCP),PSE:NRCP,Reinsurance,Financials,6300,Philippines,Emerging Markets,Small Asia
National Research Corporation (NasdaqGS:NRC),NasdaqGS:NRC,Healthcare Support Services,Health Care,7389,United States,United States,United States
"National Retail Properties, Inc. (NYSE:NNN)",NYSE:NNN,R.E.I.T.,Real Estate,6798,United States,United States,United States
"National Silicon Industry Group Co., Ltd. (SHSE:688126)",SHSE:688126,Semiconductor Equip,Information Technology,3674,China,Emerging Markets,China
National Standard (India) Limited (BSE:504882),BSE:504882,Real Estate (Development),Real Estate,6552,India,Emerging Markets,India
National Steel and Agro Industries Limited (NSEI:NATNLSTEEL),NSEI:NATNLSTEEL,Steel,Materials,3310,India,Emerging Markets,India
National Steel Industry Co. Ltd. (ASE:NAST),ASE:NAST,Steel,Materials,3310,Jordan,Emerging Markets,Africa and Middle East
National Stock Yards Co. (OTCPK:NSYC),OTCPK:NSYC,Business & Consumer Services,Consumer Discretionary,7389,United States,United States,United States
National Storage Affiliates Trust (NYSE:NSA),NYSE:NSA,R.E.I.T.,Real Estate,6798,United States,United States,United States
National Storage REIT (ASX:NSR),ASX:NSR,R.E.I.T.,Real Estate,6798,Australia,"Australia, NZ and Canada",Australia & NZ
National Takaful Company (Watania) P.J.S.C. (ADX:WATANIA),ADX:WATANIA,Insurance (General),Financials,6300,United Arab Emirates,Emerging Markets,Africa and Middle East
National Tea Company Limited (DSE:NTC),DSE:NTC,Food Processing,Consumer Staples,2090,Bangladesh,Emerging Markets,Small Asia
National Tubes Limited (DSE:NTLTUBES),DSE:NTLTUBES,Oilfield Svcs/Equip.,Energy,3317,Bangladesh,Emerging Markets,Small Asia
National Tyre & Wheel Limited (ASX:NTD),ASX:NTD,Retail (Distributors),Consumer Discretionary,5010,Australia,"Australia, NZ and Canada",Australia & NZ
"National Vision Holdings, Inc. (NasdaqGS:EYE)",NasdaqGS:EYE,Retail (Special Lines),Consumer Discretionary,5990,United States,United States,United States
"National Western Life Group, Inc. (NasdaqGS:NWLI)",NasdaqGS:NWLI,Insurance (Life),Financials,6311,United States,United States,United States
National World Plc (LSE:NWOR),LSE:NWOR,Software (Entertainment),Communication Services,7370,United Kingdom,Developed Europe,UK
Nations Technologies Inc. (SZSE:300077),SZSE:300077,Semiconductor,Information Technology,3670,China,Emerging Markets,China
Nations Trust Bank PLC (COSE:NTB.N0000),COSE:NTB.N0000,Bank (Money Center),Financials,6020,Sri Lanka,Emerging Markets,Small Asia
Nationwide Express Holdings Berhad (KLSE:NATWIDE),KLSE:NATWIDE,Transportation,Industrials,4210,Malaysia,Emerging Markets,Small Asia
Native Mineral Resources Holdings Limited (ASX:NMR),ASX:NMR,Metals & Mining,Materials,1000,Australia,"Australia, NZ and Canada",Australia & NZ
"Natoco Co., Ltd. (JASDAQ:4627)",JASDAQ:4627,Chemical (Basic),Materials,2851,Japan,Japan,Japan
"Natori Co., Ltd. (TSE:2922)",TSE:2922,Food Processing,Consumer Staples,2000,Japan,Japan,Japan
Natraj Proteins Limited (BSE:530119),BSE:530119,Food Processing,Consumer Staples,2070,India,Emerging Markets,India
Nattaro Labs AB (publ) (NGM:NATTA),NGM:NATTA,Household Products,Consumer Staples,3990,Sweden,Developed Europe,EU & Environs
"NATTY SWANKY Co.,Ltd (TSE:7674)",TSE:7674,Restaurant/Dining,Consumer Discretionary,5812,Japan,Japan,Japan
Natura &Co Holding S.A. (BOVESPA:NTCO3),BOVESPA:NTCO3,Household Products,Consumer Staples,2844,Brazil,Emerging Markets,Latin America & Caribbean
Natura Hue Chem Limited (BSE:531834),BSE:531834,Shipbuilding & Marine,Industrials,4400,India,Emerging Markets,India
"Natural Alternatives International, Inc. (NasdaqGM:NAII)",NasdaqGM:NAII,Household Products,Consumer Staples,2834,United States,United States,United States
Natural Beauty Bio-Technology Limited (SEHK:157),SEHK:157,Household Products,Consumer Staples,2844,Hong Kong,Emerging Markets,China
Natural Biocon (India) Limited (BSE:543207),BSE:543207,Retail (Distributors),Industrials,2870,India,Emerging Markets,India
"Natural Blue Resources, Inc. (OTCPK:NTUR)",OTCPK:NTUR,Environmental & Waste Services,Industrials,7373,United States,United States,United States
Natural Capsules Limited (BSE:524654),BSE:524654,Drugs (Pharmaceutical),Health Care,2890,India,Emerging Markets,India
Natural Cool Holdings Limited (Catalist:5IF),Catalist:5IF,Business & Consumer Services,Industrials,5070,Singapore,Emerging Markets,Small Asia
Natural F&P Corp. (XKON:A086220),XKON:A086220,Household Products,Consumer Staples,2834,South Korea,Emerging Markets,Small Asia
Natural Food International Holding Limited (SEHK:1837),SEHK:1837,Food Processing,Consumer Staples,2090,China,Emerging Markets,China
Natural Gas Distribution Company (SASE:9516),SASE:9516,Oil/Gas Distribution,Energy,4922,Saudi Arabia,Emerging Markets,Africa and Middle East
"Natural Gas Services Group, Inc. (NYSE:NGS)",NYSE:NGS,Oilfield Svcs/Equip.,Energy,7359,United States,United States,United States
"Natural Grocers by Vitamin Cottage, Inc. (NYSE:NGVC)",NYSE:NGVC,Retail (Grocery and Food),Consumer Staples,5400,United States,United States,United States
"Natural Harmony Foods, Inc. (OTCPK:NHYF)",OTCPK:NHYF,Food Processing,Consumer Staples,0,United States,United States,United States
Natural Health Trends Corp. (NasdaqCM:NHTC),NasdaqCM:NHTC,Household Products,Consumer Staples,5122,Hong Kong,Emerging Markets,China
Natural Order Acquisition Corp. (NasdaqCM:NOAC),NasdaqCM:NOAC,Investments & Asset Management,Financials,9995,United States,United States,United States
"Naturalendo Tech Co., Ltd. (KOSDAQ:A168330)",KOSDAQ:A168330,Drugs (Biotechnology),Health Care,2836,South Korea,Emerging Markets,Small Asia
Naturally Splendid Enterprises Ltd. (TSXV:NSP),TSXV:NSP,Food Processing,Consumer Staples,2030,Canada,"Australia, NZ and Canada",Canada
NaturalShrimp Incorporated (OTCPK:SHMP),OTCPK:SHMP,Food Processing,Consumer Staples,200,United States,United States,United States
"Nature and Environment Co., Ltd. (KOSDAQ:A043910)",KOSDAQ:A043910,Environmental & Waste Services,Industrials,3270,South Korea,Emerging Markets,Small Asia
"Nature's Sunshine Products, Inc. (NasdaqCM:NATR)",NasdaqCM:NATR,Household Products,Consumer Staples,2834,United States,United States,United States
"NatureCell Co.,Ltd. (KOSDAQ:A007390)",KOSDAQ:A007390,Drugs (Biotechnology),Health Care,2836,South Korea,Emerging Markets,Small Asia
Naturel Yenilenebilir Enerji Ticaret A.S. (IBSE:NATEN),IBSE:NATEN,Green & Renewable Energy,Utilities,4911,Turkey,Developed Europe,EU & Environs
Naturelgaz Sanayi ve Ticaret A.S. (IBSE:NTGAZ),IBSE:NTGAZ,Oil/Gas Distribution,Energy,4923,Turkey,Developed Europe,EU & Environs
NatureWise Biotech & Medicals Corporation (TPEX:4732),TPEX:4732,Household Products,Consumer Staples,2834,Taiwan,Emerging Markets,Small Asia
"Naturgy BAN, S.A. (BASE:GBAN)",BASE:GBAN,Power,Utilities,4924,Argentina,Emerging Markets,Latin America & Caribbean
"Naturgy Energy Group, S.A. (BME:NTGY)",BME:NTGY,Power,Utilities,4923,Spain,Developed Europe,EU & Environs
"Naturhouse Health, S.A. (BME:NTH)",BME:NTH,Retail (Special Lines),Consumer Discretionary,5399,Spain,Developed Europe,EU & Environs
Naturite Agro Products Limited (BSE:538926),BSE:538926,Food Processing,Consumer Staples,2000,India,Emerging Markets,India
Natus Medical Incorporated (NasdaqGS:NTUS),NasdaqGS:NTUS,Healthcare Products,Health Care,3845,United States,United States,United States
NatWest Group plc (LSE:NWG),LSE:NWG,Bank (Money Center),Financials,6020,United Kingdom,Developed Europe,UK
NAU IB Capital (KOSDAQ:A293580),KOSDAQ:A293580,Investments & Asset Management,Financials,6153,South Korea,Emerging Markets,Small Asia
"NAURA Technology Group Co., Ltd. (SZSE:002371)",SZSE:002371,Semiconductor Equip,Information Technology,3559,China,Emerging Markets,China
"Nautilus Biotechnology, Inc. (NasdaqGS:NAUT)",NasdaqGS:NAUT,Heathcare Information and Technology,Health Care,8731,United States,United States,United States
"Nautilus, Inc. (NYSE:NLS)",NYSE:NLS,Recreation,Consumer Discretionary,3949,United States,United States,United States
Nava Bharat Ventures Limited (BSE:513023),BSE:513023,Diversified,Industrials,9997,India,Emerging Markets,India
Nava Nakorn Public Company Limited (SET:NNCL),SET:NNCL,Real Estate (Operations & Services),Real Estate,6552,Thailand,Emerging Markets,Small Asia
Navamedic ASA (OB:NAVA),OB:NAVA,Drugs (Pharmaceutical),Health Care,2834,Norway,Developed Europe,EU & Environs
Navana CNG Limited (DSE:NAVANACNG),DSE:NAVANACNG,Business & Consumer Services,Industrials,7500,Bangladesh,Emerging Markets,Small Asia
Navarino S.A. (SNSE:NAVARINO),SNSE:NAVARINO,Diversified,Industrials,6799,Chile,Emerging Markets,Latin America & Caribbean
Navarre Minerals Limited (ASX:NML),ASX:NML,Metals & Mining,Materials,1000,Australia,"Australia, NZ and Canada",Australia & NZ
NAVER Corporation (KOSE:A035420),KOSE:A035420,Software (Entertainment),Communication Services,7370,South Korea,Emerging Markets,Small Asia
"Navidea Biopharmaceuticals, Inc. (NYSEAM:NAVB)",NYSEAM:NAVB,Drugs (Biotechnology),Health Care,2835,United States,United States,United States
Navient Corporation (NasdaqGS:NAVI),NasdaqGS:NAVI,Financial Svcs. (Non-bank & Insurance),Financials,6111,United States,United States,United States
Navigant Corporate Advisors Limited (BSE:539521),BSE:539521,Brokerage & Investment Banking,Financials,6200,India,Emerging Markets,India
Navigator Global Investments Limited (ASX:NGI),ASX:NGI,Investments & Asset Management,Financials,6282,Australia,"Australia, NZ and Canada",Australia & NZ
Navigator Holdings Ltd. (NYSE:NVGS),NYSE:NVGS,Oil/Gas Distribution,Energy,4412,United Kingdom,Developed Europe,UK
Navin Fluorine International Limited (BSE:532504),BSE:532504,Chemical (Specialty),Materials,2860,India,Emerging Markets,India
"NavInfo Co., Ltd. (SZSE:002405)",SZSE:002405,Electronics (Consumer & Office),Consumer Discretionary,7370,China,Emerging Markets,China
Navios Maritime Holdings Inc. (NYSE:NM),NYSE:NM,Shipbuilding & Marine,Industrials,4412,Cayman Islands,Emerging Markets,Latin America & Caribbean
"Navitas Petroleum, Limited Partnership (TASE:NVPT.L)",TASE:NVPT.L,Oil/Gas (Production and Exploration),Energy,1311,Israel,Emerging Markets,Africa and Middle East
Navitas Semiconductor Corporation (NasdaqGM:NVTS),NasdaqGM:NVTS,Semiconductor,Information Technology,3674,Ireland,Developed Europe,EU & Environs
Navkar Corporation Limited (BSE:539332),BSE:539332,Shipbuilding & Marine,Industrials,4700,India,Emerging Markets,India
Navkar Urbanstructure Limited (BSE:531494),BSE:531494,Construction Supplies,Materials,3270,India,Emerging Markets,India
Navketan Merchants Limited (BSE:539525),BSE:539525,Retail (Special Lines),Consumer Discretionary,5621,India,Emerging Markets,India
Navneet Education Limited (BSE:508989),BSE:508989,Publishing & Newspapers,Communication Services,2731,India,Emerging Markets,India
Navoday Enterprises Limited (BSE:543305),BSE:543305,Advertising,Communication Services,7310,India,Emerging Markets,India
Navtech Inc. (SZSE:300456),SZSE:300456,Electronics (General),Information Technology,7372,China,Emerging Markets,China
Navya SA (ENXTPA:NAVYA),ENXTPA:NAVYA,Auto & Truck,Consumer Discretionary,3711,France,Developed Europe,EU & Environs
Nawaloka Hospitals PLC (COSE:NHL.N0000),COSE:NHL.N0000,Hospitals/Healthcare Facilities,Health Care,8060,Sri Lanka,Emerging Markets,Small Asia
Nawarat Patanakarn Public Company Limited (SET:NWR),SET:NWR,Engineering/Construction,Industrials,1600,Thailand,Emerging Markets,Small Asia
Nawi Brothers Group Ltd (TASE:NAWI),TASE:NAWI,Financial Svcs. (Non-bank & Insurance),Financials,6159,Israel,Emerging Markets,Africa and Middle East
NAXS AB (publ) (OM:NAXS),OM:NAXS,Investments & Asset Management,Financials,6722,Sweden,Developed Europe,EU & Environs
Nayax Ltd. (TASE:NYAX),TASE:NYAX,Electronics (General),Information Technology,3578,Israel,Emerging Markets,Africa and Middle East
Nayifat Finance Company (SASE:4081),SASE:4081,Financial Svcs. (Non-bank & Insurance),Financials,6141,Saudi Arabia,Emerging Markets,Africa and Middle East
Nayuki Holdings Limited (SEHK:2150),SEHK:2150,Restaurant/Dining,Consumer Discretionary,5812,China,Emerging Markets,China
Nazara Technologies Limited (BSE:543280),BSE:543280,Entertainment,Communication Services,7372,India,Emerging Markets,India
Nazir Cotton Mills Limited (KASE:NCML),KASE:NCML,Apparel,Consumer Discretionary,2200,Pakistan,Emerging Markets,Small Asia
NB Aurora S.A. SICAF-RAIF (BIT:NBA),BIT:NBA,Investments & Asset Management,Financials,6799,Luxembourg,Developed Europe,EU & Environs
NBCC (India) Limited (BSE:534309),BSE:534309,Engineering/Construction,Industrials,1600,India,Emerging Markets,India
"NBI Bearings Europe, S.A. (BME:NBI)",BME:NBI,Machinery,Industrials,3562,Spain,Developed Europe,EU & Environs
NBS Bank Plc (MAL:NBS),MAL:NBS,Bank (Money Center),Financials,6020,Malawi,Emerging Markets,Africa and Middle East
NBT Bancorp Inc. (NasdaqGS:NBTB),NasdaqGS:NBTB,Banks (Regional),Financials,6020,United States,United States,United States
NBT inc. (KOSDAQ:A236810),KOSDAQ:A236810,Advertising,Communication Services,7310,South Korea,Emerging Markets,Small Asia
"NBTM New Materials Group Co., Ltd. (SHSE:600114)",SHSE:600114,Auto Parts,Consumer Discretionary,3714,China,Emerging Markets,China
NC Holding Co. Ltd (TSE:6236),TSE:6236,Machinery,Industrials,3530,Japan,Japan,Japan
NCAB Group AB (publ) (OM:NCAB),OM:NCAB,Electronics (General),Information Technology,3672,Sweden,Developed Europe,EU & Environs
NCB Financial Group Limited (JMSE:NCBFG),JMSE:NCBFG,Bank (Money Center),Financials,6020,Jamaica,Emerging Markets,Latin America & Caribbean
NCBA Group PLC (NASE:NCBA),NASE:NCBA,Bank (Money Center),Financials,6020,Kenya,Emerging Markets,Africa and Middle East
NCC AB (publ) (OM:NCC B),OM:NCC B,Engineering/Construction,Industrials,1500,Sweden,Developed Europe,EU & Environs
NCC Bluewater Products Limited (BSE:519506),BSE:519506,Food Processing,Consumer Staples,2092,India,Emerging Markets,India
NCC Group plc (LSE:NCC),LSE:NCC,Computer Services,Information Technology,7370,United Kingdom,Developed Europe,UK
NCC Limited (BSE:500294),BSE:500294,Engineering/Construction,Industrials,1500,India,Emerging Markets,India
"nCino, Inc. (NasdaqGS:NCNO)",NasdaqGS:NCNO,Software (System & Application),Information Technology,7370,United States,United States,United States
NCL Industries Limited (BSE:502168),BSE:502168,Construction Supplies,Materials,3241,India,Emerging Markets,India
NCL International Logistics Public Company Limited (SET:NCL),SET:NCL,Transportation,Industrials,4731,Thailand,Emerging Markets,Small Asia
NCL Research & Financial Services Limited (BSE:530557),BSE:530557,Investments & Asset Management,Financials,6200,India,Emerging Markets,India
Ncondezi Energy Limited (AIM:NCCL),AIM:NCCL,Coal & Related Energy,Energy,1220,British Virgin Islands,Emerging Markets,Latin America & Caribbean
NCR (Nigeria) Plc (NGSE:NCR),NGSE:NCR,Computer Services,Information Technology,7370,Nigeria,Emerging Markets,Africa and Middle East
NCR Corporation (NYSE:NCR),NYSE:NCR,Software (System & Application),Information Technology,7372,United States,United States,United States
"NCS Multistage Holdings, Inc. (NasdaqCM:NCSM)",NasdaqCM:NCSM,Oilfield Svcs/Equip.,Energy,3533,United States,United States,United States
"NCS Testing Technology Co., Ltd. (SZSE:300797)",SZSE:300797,Business & Consumer Services,Industrials,8734,China,Emerging Markets,China
"NCS&A Co., Ltd. (TSE:9709)",TSE:9709,Software (System & Application),Information Technology,7372,Japan,Japan,Japan
Ncsoft Corporation (KOSE:A036570),KOSE:A036570,Entertainment,Communication Services,7370,South Korea,Emerging Markets,Small Asia
NCT Alliance Berhad (KLSE:NCT),KLSE:NCT,Information Services,Information Technology,7370,Malaysia,Emerging Markets,Small Asia
NCXX Group Inc. (JASDAQ:6634),JASDAQ:6634,Telecom. Equipment,Information Technology,3663,Japan,Japan,Japan
NDA Securities Limited (BSE:511535),BSE:511535,Brokerage & Investment Banking,Financials,6211,India,Emerging Markets,India
nDatalyze Corp. (CNSX:NDAT),CNSX:NDAT,Machinery,Industrials,3599,Canada,"Australia, NZ and Canada",Canada
"NDFOS Co., Ltd. (KOSDAQ:A238090)",KOSDAQ:A238090,Chemical (Basic),Materials,3081,South Korea,Emerging Markets,Small Asia
nDivision Inc. (OTCPK:NDVN),OTCPK:NDVN,Computer Services,Information Technology,7370,United States,United States,United States
NDR Auto Components Limited (BSE:543214),BSE:543214,Auto Parts,Consumer Discretionary,3714,India,Emerging Markets,India
NDT Pharmaceuticals Inc. (OTCPK:NDTP),OTCPK:NDTP,Drugs (Pharmaceutical),Health Care,1000,United States,United States,United States
Nearmap Ltd (ASX:NEA),ASX:NEA,Software (System & Application),Information Technology,7370,Australia,"Australia, NZ and Canada",Australia & NZ
nebag ag (SWX:NBEN),SWX:NBEN,Investments & Asset Management,Financials,6799,Switzerland,Developed Europe,EU & Environs
NEC Capital Solutions Limited (TSE:8793),TSE:8793,Financial Svcs. (Non-bank & Insurance),Financials,6172,Japan,Japan,Japan
NEC Corporation (TSE:6701),TSE:6701,Computer Services,Information Technology,7373,Japan,Japan,Japan
NEC Networks & System Integration Corporation (TSE:1973),TSE:1973,Computer Services,Information Technology,1731,Japan,Japan,Japan
Nectar Lifesciences Limited (BSE:532649),BSE:532649,Drugs (Pharmaceutical),Health Care,2833,India,Emerging Markets,India
Nedap N.V. (ENXTAM:NEDAP),ENXTAM:NEDAP,Electronics (General),Information Technology,3670,Netherlands,Developed Europe,EU & Environs
Nedbank Group Limited (JSE:NED),JSE:NED,Bank (Money Center),Financials,6020,South Africa,Emerging Markets,Africa and Middle East
Nederman Holding AB (publ) (OM:NMAN),OM:NMAN,Building Materials,Industrials,3560,Sweden,Developed Europe,EU & Environs
Needs Well Inc. (TSE:3992),TSE:3992,Software (System & Application),Information Technology,7372,Japan,Japan,Japan
Neelamalai Agro Industries Limited (BSE:508670),BSE:508670,Food Processing,Consumer Staples,2090,India,Emerging Markets,India
Neelkanth Rockminerals Limited (BSE:531049),BSE:531049,Construction Supplies,Materials,3281,India,Emerging Markets,India
"Neenah, Inc. (NYSE:NP)",NYSE:NP,Paper/Forest Products,Materials,2621,United States,United States,United States
Neeraj Paper Marketing Limited (BSE:539409),BSE:539409,Retail (Distributors),Industrials,5110,India,Emerging Markets,India
NEFAZ Publicly Traded Company (MISX:NFAZ),MISX:NFAZ,Construction Supplies,Industrials,3700,Russia,Emerging Markets,Eastern Europe & Russia
Negotium International Trade Limited (BSE:537838),BSE:537838,Retail (Distributors),Consumer Discretionary,3911,India,Emerging Markets,India
Negri Sembilan Oil Palms Berhad (KLSE:NSOP),KLSE:NSOP,Farming/Agriculture,Consumer Staples,2070,Malaysia,Emerging Markets,Small Asia
Neighbourly Pharmacy Inc. (TSX:NBLY),TSX:NBLY,Retail (Special Lines),Consumer Staples,5912,Canada,"Australia, NZ and Canada",Canada
Neil Industries Limited (BSE:539016),BSE:539016,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Neimeth International Pharmaceuticals Plc (NGSE:NEIMETH),NGSE:NEIMETH,Drugs (Pharmaceutical),Health Care,2834,Nigeria,Emerging Markets,Africa and Middle East
"Neinor Homes, S.A. (BME:HOME)",BME:HOME,Homebuilding,Consumer Discretionary,1531,Spain,Developed Europe,EU & Environs
Nekkar ASA (OB:NKR),OB:NKR,Construction Supplies,Industrials,3530,Norway,Developed Europe,EU & Environs
Nektar Therapeutics (NasdaqGS:NKTR),NasdaqGS:NKTR,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
Nel ASA (OB:NEL),OB:NEL,Electrical Equipment,Industrials,2836,Norway,Developed Europe,EU & Environs
NEL Holdings South Limited (BSE:533202),BSE:533202,Real Estate (Development),Real Estate,6552,India,Emerging Markets,India
Nelcast Limited (BSE:532864),BSE:532864,Steel,Materials,3714,India,Emerging Markets,India
Nelco Limited (BSE:504112),BSE:504112,Telecom. Equipment,Information Technology,3669,India,Emerging Markets,India
Neles Oyj (HLSE:NELES),HLSE:NELES,Machinery,Industrials,3530,Finland,Developed Europe,EU & Environs
Nelly Group AB (publ) (OM:NELLY),OM:NELLY,Retail (Online),Consumer Discretionary,5961,Sweden,Developed Europe,EU & Environs
"Nelnet, Inc. (NYSE:NNI)",NYSE:NNI,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
Nelson Resources Limited (ASX:NES),ASX:NES,Precious Metals,Materials,1040,Australia,"Australia, NZ and Canada",Australia & NZ
NEM Insurance Plc (NGSE:NEM),NGSE:NEM,Insurance (Prop/Cas.),Financials,6300,Nigeria,Emerging Markets,Africa and Middle East
"Nemak, S. A. B. de C. V. (BMV:NEMAK A)",BMV:NEMAK A,Auto Parts,Consumer Discretionary,3714,Mexico,Emerging Markets,Latin America & Caribbean
Nemaura Medical Inc. (NasdaqCM:NMRD),NasdaqCM:NMRD,Healthcare Products,Health Care,3845,United States,United States,United States
Nemetschek SE (XTRA:NEM),XTRA:NEM,Software (System & Application),Information Technology,7372,Germany,Developed Europe,EU & Environs
NEO Battery Materials Ltd. (TSXV:NBM),TSXV:NBM,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
"Neo Cremar Co., Ltd. (KOSDAQ:A311390)",KOSDAQ:A311390,Food Processing,Consumer Staples,2000,South Korea,Emerging Markets,Small Asia
"NEO Finance, AB (NSEL:NEOFI)",NSEL:NEOFI,Financial Svcs. (Non-bank & Insurance),Financials,6141,Lithuania,Emerging Markets,Eastern Europe & Russia
Neo Infracon Limited (BSE:514332),BSE:514332,Real Estate (Development),Real Estate,6552,India,Emerging Markets,India
Neo Lithium Corp. (TSXV:NLC),TSXV:NLC,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Neo London Capital PLC (BUL:NLC),BUL:NLC,Real Estate (Development),Real Estate,6552,Bulgaria,Emerging Markets,Eastern Europe & Russia
Neo Marketing Inc. (JASDAQ:4196),JASDAQ:4196,Advertising,Communication Services,7311,Japan,Japan,Japan
Neo Performance Materials Inc. (TSX:NEO),TSX:NEO,Chemical (Specialty),Materials,1400,Canada,"Australia, NZ and Canada",Canada
"Neo Technical System Co., Ltd. (KOSDAQ:A085910)",KOSDAQ:A085910,Machinery,Industrials,3540,South Korea,Emerging Markets,Small Asia
Neo Telemedia Limited (SEHK:8167),SEHK:8167,Computer Services,Information Technology,7812,Hong Kong,Emerging Markets,China
Neo-Neon Holdings Limited (SEHK:1868),SEHK:1868,Electrical Equipment,Industrials,3640,Hong Kong,Emerging Markets,China
