Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
Avenue Supermarts Limited (NSEI:DMART),NSEI:DMART,Retail (Grocery and Food),Consumer Staples,5399,India,Emerging Markets,India
"Avenue Therapeutics, Inc. (NasdaqCM:ATXI)",NasdaqCM:ATXI,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
"AVEO Pharmaceuticals, Inc. (NasdaqCM:AVEO)",NasdaqCM:AVEO,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
"AvePoint, Inc. (NasdaqGS:AVPT)",NasdaqGS:AVPT,Software (System & Application),Information Technology,7370,United States,United States,United States
AVer Information Inc. (TWSE:3669),TWSE:3669,Electronics (General),Information Technology,3651,Taiwan,Emerging Markets,Small Asia
Averbuch Formica Center Ltd. (TASE:AVER),TASE:AVER,Retail (Distributors),Industrials,5030,Israel,Emerging Markets,Africa and Middle East
"AverLogic Technologies, Corp. (TPEX:6198)",TPEX:6198,Semiconductor,Information Technology,3674,Taiwan,Emerging Markets,Small Asia
"AVerMedia Technologies, Inc. (TWSE:2417)",TWSE:2417,Electronics (Consumer & Office),Consumer Discretionary,3663,Taiwan,Emerging Markets,Small Asia
"Averox, Inc. (OTCPK:AVRI)",OTCPK:AVRI,Computer Services,Information Technology,7370,United States,United States,United States
Avertronics Inc. (TPEX:3597),TPEX:3597,Electronics (General),Information Technology,3670,Taiwan,Emerging Markets,Small Asia
Avery Dennison Corporation (NYSE:AVY),NYSE:AVY,Packaging & Container,Materials,2670,United States,United States,United States
Aves One AG (XTRA:AVES),XTRA:AVES,Retail (Distributors),Industrials,6282,Germany,Developed Europe,EU & Environs
AVEVA Group plc (LSE:AVV),LSE:AVV,Software (System & Application),Information Technology,7372,United Kingdom,Developed Europe,UK
Avex Inc. (TSE:7860),TSE:7860,Entertainment,Communication Services,8900,Japan,Japan,Japan
AVG Logistics Limited (NSEI:AVG),NSEI:AVG,Trucking,Industrials,4210,India,Emerging Markets,India
Avgol Industries 1953 Ltd (TASE:AVGL),TASE:AVGL,Apparel,Consumer Discretionary,2200,Israel,Emerging Markets,Africa and Middle East
AVI Limited (JSE:AVI),JSE:AVI,Food Processing,Consumer Staples,2000,South Africa,Emerging Markets,Africa and Middle East
AVI Polymers Limited (BSE:539288),BSE:539288,Retail (Distributors),Industrials,5169,India,Emerging Markets,India
AVI Products India Limited (BSE:523896),BSE:523896,Retail (Distributors),Industrials,5160,India,Emerging Markets,India
Avi-Tech Holdings Limited (SGX:1R6),SGX:1R6,Semiconductor,Information Technology,3559,Singapore,Emerging Markets,Small Asia
"Aviat Networks, Inc. (NasdaqGS:AVNW)",NasdaqGS:AVNW,Telecom. Equipment,Information Technology,3663,United States,United States,United States
Aviation Links Ltd (TASE:AVIA),TASE:AVIA,Hotel/Gaming,Consumer Discretionary,4700,Israel,Emerging Markets,Africa and Middle East
"AVIC Aviation High-Technology Co., Ltd. (SHSE:600862)",SHSE:600862,Machinery,Industrials,3559,China,Emerging Markets,China
"AVIC Electromechanical Systems Co.,Ltd. (SZSE:002013)",SZSE:002013,Aerospace/Defense,Industrials,3714,China,Emerging Markets,China
"AVIC Heavy Machinery Co., Ltd. (SHSE:600765)",SHSE:600765,Machinery,Industrials,3500,China,Emerging Markets,China
"AVIC Industry-Finance Holdings Co., Ltd. (SHSE:600705)",SHSE:600705,Financial Svcs. (Non-bank & Insurance),Financials,6159,China,Emerging Markets,China
"AVIC Jonhon Optronic Technology Co.,Ltd. (SZSE:002179)",SZSE:002179,Electronics (General),Information Technology,3670,China,Emerging Markets,China
AVIC Joy Holdings (HK) Limited (SEHK:260),SEHK:260,Financial Svcs. (Non-bank & Insurance),Financials,5900,Hong Kong,Emerging Markets,China
AVIC Shenyang Aircraft Company Limited (SHSE:600760),SHSE:600760,Aerospace/Defense,Industrials,3711,China,Emerging Markets,China
Avic Shougang Biomass (SZSE:180801),SZSE:180801,R.E.I.T.,Real Estate,0,China,Emerging Markets,China
AVIC Xi'an Aircraft Industry Group Company Ltd. (SZSE:000768),SZSE:000768,Aerospace/Defense,Industrials,3720,China,Emerging Markets,China
Avicanna Inc. (TSX:AVCN),TSX:AVCN,Drugs (Pharmaceutical),Health Care,2834,Canada,"Australia, NZ and Canada",Canada
AviChina Industry & Technology Company Limited (SEHK:2357),SEHK:2357,Aerospace/Defense,Industrials,3720,China,Emerging Markets,China
Avicopter Plc (SHSE:600038),SHSE:600038,Aerospace/Defense,Industrials,3721,China,Emerging Markets,China
"Avid Bioservices, Inc. (NasdaqCM:CDMO)",NasdaqCM:CDMO,Drugs (Biotechnology),Health Care,2835,United States,United States,United States
Avid Electronics Corp. (TPEX:6103),TPEX:6103,Semiconductor,Information Technology,3674,Taiwan,Emerging Markets,Small Asia
"Avid Technology, Inc. (NasdaqGS:AVID)",NasdaqGS:AVID,Computers/Peripherals,Information Technology,3861,United States,United States,United States
"Avidbank Holdings, Inc. (OTCPK:AVBH)",OTCPK:AVBH,Banks (Regional),Financials,6020,United States,United States,United States
Avidian Gold Corp. (TSXV:AVG),TSXV:AVG,Precious Metals,Materials,1040,Canada,"Australia, NZ and Canada",Canada
"Avidity Biosciences, Inc. (NasdaqGM:RNA)",NasdaqGM:RNA,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Avidly Oyj (HLSE:AVIDLY),HLSE:AVIDLY,Advertising,Communication Services,7310,Finland,Developed Europe,EU & Environs
"AvidXchange Holdings, Inc. (NasdaqGS:AVDX)",NasdaqGS:AVDX,Software (System & Application),Information Technology,7370,United States,United States,United States
Avient Corporation (NYSE:AVNT),NYSE:AVNT,Chemical (Specialty),Materials,2821,United States,United States,United States
Avillion Berhad (KLSE:AVI),KLSE:AVI,Hotel/Gaming,Consumer Discretionary,4700,Malaysia,Emerging Markets,Small Asia
"Avinger, Inc. (NasdaqCM:AVGR)",NasdaqCM:AVGR,Healthcare Products,Health Care,3841,United States,United States,United States
Avingtrans plc (AIM:AVG),AIM:AVG,Machinery,Industrials,3990,United Kingdom,Developed Europe,UK
Avino Silver & Gold Mines Ltd. (TSX:ASM),TSX:ASM,Precious Metals,Materials,1044,Canada,"Australia, NZ and Canada",Canada
Avio S.p.A. (BIT:AVIO),BIT:AVIO,Aerospace/Defense,Industrials,3760,Italy,Developed Europe,EU & Environs
Avira Resources Limited (ASX:AVW),ASX:AVW,Precious Metals,Materials,1040,Australia,"Australia, NZ and Canada",Australia & NZ
"Avis Budget Group, Inc. (NasdaqGS:CAR)",NasdaqGS:CAR,Trucking,Industrials,7510,United States,United States,United States
Avision Inc. (TWSE:2380),TWSE:2380,Computers/Peripherals,Information Technology,3577,Taiwan,Emerging Markets,Small Asia
Avista Corporation (NYSE:AVA),NYSE:AVA,Utility (General),Utilities,4931,United States,United States,United States
Avista Public Acquisition Corp. II (NasdaqCM:AHPA),NasdaqCM:AHPA,Investments & Asset Management,Financials,9995,United States,United States,United States
AVIT Ltd. (SZSE:300264),SZSE:300264,Telecom. Equipment,Information Technology,3663,China,Emerging Markets,China
AViTA Corporation (TPEX:4735),TPEX:4735,Healthcare Products,Health Care,3845,Taiwan,Emerging Markets,Small Asia
Aviv Arlon Ltd. (TASE:AVLN),TASE:AVLN,Real Estate (General/Diversified),Real Estate,6500,Israel,Emerging Markets,Africa and Middle East
Aviva Industries Limited (BSE:512109),BSE:512109,Construction Supplies,Materials,2200,India,Emerging Markets,India
Aviva plc (LSE:AV.),LSE:AV.,Insurance (General),Financials,6311,United Kingdom,Developed Europe,UK
Avivagen Inc. (TSXV:VIV),TSXV:VIV,Drugs (Pharmaceutical),Health Care,2836,Canada,"Australia, NZ and Canada",Canada
"AVIX,Inc. (JASDAQ:7836)",JASDAQ:7836,Semiconductor,Information Technology,3674,Japan,Japan,Japan
AVJennings Limited (ASX:AVJ),ASX:AVJ,Real Estate (Development),Real Estate,1520,Australia,"Australia, NZ and Canada",Australia & NZ
"Avnet, Inc. (NasdaqGS:AVT)",NasdaqGS:AVT,Computer Services,Information Technology,5065,United States,United States,United States
Avoca LLC (OTCPK:AVOA),OTCPK:AVOA,Oil/Gas (Production and Exploration),Energy,6792,United States,United States,United States
Avon Protection plc (LSE:AVON),LSE:AVON,Aerospace/Defense,Industrials,3842,United Kingdom,Developed Europe,UK
Avonmore Capital & Management Services Limited (BSE:511589),BSE:511589,Brokerage & Investment Banking,Financials,6200,India,Emerging Markets,India
"AVRA Medical Robotics, Inc. (OTCPK:AVMR)",OTCPK:AVMR,Healthcare Products,Health Care,3841,United States,United States,United States
Avrasya Gayrimenkul Yatirim Ortakligi Anonim Sirketi (IBSE:AVGYO),IBSE:AVGYO,R.E.I.T.,Real Estate,6799,Turkey,Developed Europe,EU & Environs
Avrasya Petrol ve Turistik Tesisler Yatirimlar Anonim Sirketi (IBSE:AVTUR),IBSE:AVTUR,Hotel/Gaming,Consumer Discretionary,6726,Turkey,Developed Europe,EU & Environs
Avricore Health Inc. (TSXV:AVCR),TSXV:AVCR,Heathcare Information and Technology,Health Care,2834,Canada,"Australia, NZ and Canada",Canada
"AVROBIO, Inc. (NasdaqGS:AVRO)",NasdaqGS:AVRO,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Avrot Industries Ltd (TASE:AVRT),TASE:AVRT,Business & Consumer Services,Industrials,3470,Israel,Emerging Markets,Africa and Middle East
Avrupa Minerals Ltd. (TSXV:AVU),TSXV:AVU,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Avrupa Yatirim Holding A.S. (IBSE:AVHOL),IBSE:AVHOL,Hospitals/Healthcare Facilities,Health Care,8060,Turkey,Developed Europe,EU & Environs
AVT Natural Products Limited (BSE:519105),BSE:519105,Food Processing,Consumer Staples,2090,India,Emerging Markets,India
AVTECH Sweden AB (publ) (OM:AVT B),OM:AVT B,Aerospace/Defense,Industrials,3812,Sweden,Developed Europe,EU & Environs
"AVVAA World Health Care Products, Inc. (OTCPK:AVVH)",OTCPK:AVVH,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
AVY Precision Technology INC. (TPEX:5392),TPEX:5392,Electronics (General),Information Technology,3490,Taiwan,Emerging Markets,Small Asia
AVZ Minerals Limited (ASX:AVZ),ASX:AVZ,Metals & Mining,Materials,1000,Australia,"Australia, NZ and Canada",Australia & NZ
"Awa Paper & Technological Company, Inc. (TSE:3896)",TSE:3896,Paper/Forest Products,Materials,2600,Japan,Japan,Japan
Awakn Life Sciences Corp. (NEOE:AWKN),NEOE:AWKN,Drugs (Pharmaceutical),Health Care,2834,Canada,"Australia, NZ and Canada",Canada
Awalé Resources Limited (TSXV:ARIC),TSXV:ARIC,Precious Metals,Materials,1041,Canada,"Australia, NZ and Canada",Canada
AwanBiru Technology Berhad (KLSE:AWANTEC),KLSE:AWANTEC,Education,Consumer Discretionary,8200,Malaysia,Emerging Markets,Small Asia
Awardit AB (publ) (OM:AWRD),OM:AWRD,Advertising,Communication Services,7310,Sweden,Developed Europe,EU & Environs
"Aware, Inc. (NasdaqGM:AWRE)",NasdaqGM:AWRE,Software (System & Application),Information Technology,7372,United States,United States,United States
AWC Berhad (KLSE:AWC),KLSE:AWC,Engineering/Construction,Industrials,8744,Malaysia,Emerging Markets,Small Asia
"Awea mechantronic co.,ltd (TWSE:1530)",TWSE:1530,Machinery,Industrials,3541,Taiwan,Emerging Markets,Small Asia
Awilco Drilling PLC (OB:AWDR),OB:AWDR,Oil/Gas (Production and Exploration),Energy,1381,United Kingdom,Developed Europe,UK
Awilco LNG ASA (OB:ALNG),OB:ALNG,Oil/Gas Distribution,Energy,4412,Norway,Developed Europe,EU & Environs
Awwal Modaraba Management Limited (KASE:AWWAL),KASE:AWWAL,Investments & Asset Management,Financials,6282,Pakistan,Emerging Markets,Small Asia
AXA Cooperative Insurance Company (SASE:8250),SASE:8250,Insurance (General),Financials,6300,Saudi Arabia,Emerging Markets,Africa and Middle East
AXA Green Crescent Insurance Company PJSC (ADX:AXAGCIC),ADX:AXAGCIC,Insurance (Life),Financials,6300,United Arab Emirates,Emerging Markets,Africa and Middle East
AXA Mansard Insurance Plc (NGSE:MANSARD),NGSE:MANSARD,Insurance (Prop/Cas.),Financials,6351,Nigeria,Emerging Markets,Africa and Middle East
AXA SA (ENXTPA:CS),ENXTPA:CS,Insurance (General),Financials,6311,France,Developed Europe,EU & Environs
Axactor SE (OB:ACR),OB:ACR,Financial Svcs. (Non-bank & Insurance),Financials,6153,Norway,Developed Europe,EU & Environs
Axalta Coating Systems Ltd. (NYSE:AXTA),NYSE:AXTA,Chemical (Specialty),Materials,2851,United States,United States,United States
"Axas Holdings Co.,Ltd. (JASDAQ:3536)",JASDAQ:3536,Retail (General),Consumer Discretionary,5990,Japan,Japan,Japan
"Axcelis Technologies, Inc. (NasdaqGS:ACLS)",NasdaqGS:ACLS,Semiconductor Equip,Information Technology,3559,United States,United States,United States
Axcella Health Inc. (NasdaqGM:AXLA),NasdaqGM:AXLA,Drugs (Biotechnology),Health Care,2836,United States,United States,United States
Axcen Photonics Corporation (TPEX:6530),TPEX:6530,Telecom. Equipment,Information Technology,3663,Taiwan,Emerging Markets,Small Asia
Axel Mark Inc. (TSE:3624),TSE:3624,Entertainment,Communication Services,7372,Japan,Japan,Japan
Axel Polymers Limited (BSE:513642),BSE:513642,Chemical (Basic),Materials,2800,India,Emerging Markets,India
AXELL Corporation (TSE:6730),TSE:6730,Semiconductor,Information Technology,3674,Japan,Japan,Japan
Axelum Resources Corp. (PSE:AXLM),PSE:AXLM,Food Processing,Consumer Staples,2090,Philippines,Emerging Markets,Small Asia
Axfood AB (publ) (OM:AXFO),OM:AXFO,Retail (Grocery and Food),Consumer Staples,5411,Sweden,Developed Europe,EU & Environs
Axia Corporation Limited (ZMSE:AXIA),ZMSE:AXIA,Business & Consumer Services,Industrials,4220,Zimbabwe,Emerging Markets,Africa and Middle East
Axial Retailing Inc. (TSE:8255),TSE:8255,Retail (Grocery and Food),Consumer Staples,5411,Japan,Japan,Japan
Axiata Group Berhad (KLSE:AXIATA),KLSE:AXIATA,Telecom (Wireless),Communication Services,4812,Malaysia,Emerging Markets,Small Asia
aXichem AB (OM:AXIC A),OM:AXIC A,Chemical (Specialty),Materials,2836,Sweden,Developed Europe,EU & Environs
Axilion Smart Mobility Ltd (TASE:AILN),TASE:AILN,Software (System & Application),Information Technology,6500,Israel,Emerging Markets,Africa and Middle East
"AXIM Biotechnologies, Inc. (OTCPK:AXIM)",OTCPK:AXIM,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
Axiom Properties Limited (ASX:AXI),ASX:AXI,Real Estate (Development),Real Estate,6510,Australia,"Australia, NZ and Canada",Australia & NZ
"Axiomtek Co., Ltd. (TPEX:3088)",TPEX:3088,Computers/Peripherals,Information Technology,3571,Taiwan,Emerging Markets,Small Asia
Axis Auto Finance Inc. (TSXV:AXIS),TSXV:AXIS,Financial Svcs. (Non-bank & Insurance),Financials,6141,Canada,"Australia, NZ and Canada",Canada
Axis Bank Limited (BSE:532215),BSE:532215,Bank (Money Center),Financials,6020,India,Emerging Markets,India
AXIS Capital Holdings Limited (NYSE:AXS),NYSE:AXS,Insurance (Prop/Cas.),Financials,6331,Bermuda,Emerging Markets,Latin America & Caribbean
"Axis Co.,Ltd. (TSE:4012)",TSE:4012,Computer Services,Information Technology,7373,Japan,Japan,Japan
Axis Corporation (TPEX:6292),TPEX:6292,Electrical Equipment,Industrials,3612,Taiwan,Emerging Markets,Small Asia
Axis Real Estate Investment Trust (KLSE:AXREIT),KLSE:AXREIT,R.E.I.T.,Real Estate,6798,Malaysia,Emerging Markets,Small Asia
"Axis Technologies Group, Inc. (OTCPK:AXTG)",OTCPK:AXTG,Electrical Equipment,Industrials,3640,United States,United States,United States
Axiscades Technologies Limited (BSE:532395),BSE:532395,Engineering/Construction,Industrials,8711,India,Emerging Markets,India
Axita Cotton Limited (BSE:542285),BSE:542285,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
Axkid AB (NGM:AXKID),NGM:AXKID,Recreation,Consumer Discretionary,3842,Sweden,Developed Europe,EU & Environs
"AXM Pharma, Inc. (OTCPK:AXMP)",OTCPK:AXMP,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
"Axman Enterprise Co., Ltd. (TPEX:6804)",TPEX:6804,Recreation,Consumer Discretionary,3949,Taiwan,Emerging Markets,Small Asia
AXMIN Inc. (TSXV:AXM),TSXV:AXM,Precious Metals,Materials,1040,Canada,"Australia, NZ and Canada",Canada
"AxoGen, Inc. (NasdaqCM:AXGN)",NasdaqCM:AXGN,Healthcare Products,Health Care,3842,United States,United States,United States
Axolot Solutions Holding AB (publ) (OM:AXOLOT),OM:AXOLOT,Utility (Water),Utilities,4941,Sweden,Developed Europe,EU & Environs
"Axon Enterprise, Inc. (NasdaqGS:AXON)",NasdaqGS:AXON,Aerospace/Defense,Industrials,3480,United States,United States,United States
"Axonics, Inc. (NasdaqGS:AXNX)",NasdaqGS:AXNX,Healthcare Products,Health Care,3845,United States,United States,United States
AxonPrime Infrastructure Acquisition Corporation (NasdaqCM:APMI),NasdaqCM:APMI,Investments & Asset Management,Financials,9995,United States,United States,United States
"Axos Financial, Inc. (NYSE:AX)",NYSE:AX,Financial Svcs. (Non-bank & Insurance),Financials,6035,United States,United States,United States
AXP Energy Limited (ASX:AXP),ASX:AXP,Oil/Gas (Production and Exploration),Energy,1311,United States,United States,United States
"Axsome Therapeutics, Inc. (NasdaqGM:AXSM)",NasdaqGM:AXSM,Drugs (Pharmaceutical),Health Care,2836,United States,United States,United States
"AXT, Inc. (NasdaqGS:AXTI)",NasdaqGS:AXTI,Semiconductor Equip,Information Technology,3674,United States,United States,United States
Axtel Industries Limited (BSE:523850),BSE:523850,Machinery,Industrials,3550,India,Emerging Markets,India
Axteria Group Berhad (KLSE:AXTERIA),KLSE:AXTERIA,Real Estate (Development),Real Estate,3651,Malaysia,Emerging Markets,Small Asia
Axway Software SA (ENXTPA:AXW),ENXTPA:AXW,Software (System & Application),Information Technology,7372,United States,United States,United States
AXXZIA Inc. (TSE:4936),TSE:4936,Household Products,Consumer Staples,2840,Japan,Japan,Japan
"AXYZ Co., Ltd. (JASDAQ:1381)",JASDAQ:1381,Food Processing,Consumer Staples,2015,Japan,Japan,Japan
Aya Gold & Silver Inc. (TSX:AYA),TSX:AYA,Precious Metals,Materials,1040,Canada,"Australia, NZ and Canada",Canada
Ayala Corporation (PSE:AC),PSE:AC,Diversified,Industrials,9997,Philippines,Emerging Markets,Small Asia
"Ayala Land, Inc. (PSE:ALI)",PSE:ALI,Real Estate (General/Diversified),Real Estate,6500,Philippines,Emerging Markets,Small Asia
"Ayala Pharmaceuticals, Inc. (NasdaqGM:AYLA)",NasdaqGM:AYLA,Drugs (Biotechnology),Health Care,2836,Israel,Emerging Markets,Africa and Middle East
AyalaLand Logistics Holdings Corp. (PSE:ALLHC),PSE:ALLHC,Real Estate (Operations & Services),Real Estate,9997,Philippines,Emerging Markets,Small Asia
Ayalon Holdings Ltd (TASE:AYAL),TASE:AYAL,Insurance (General),Financials,6300,Israel,Emerging Markets,Africa and Middle East
"Ayco Grupo Inmobiliario, S.A. (BDM:AYC)",BDM:AYC,Real Estate (General/Diversified),Real Estate,6500,Spain,Developed Europe,EU & Environs
Aydem Yenilenebilir Enerji A.S. (IBSE:AYDEM),IBSE:AYDEM,Green & Renewable Energy,Utilities,4911,Turkey,Developed Europe,EU & Environs
Ayen Enerji A.S. (IBSE:AYEN),IBSE:AYEN,Power,Utilities,4911,Turkey,Developed Europe,EU & Environs
AYER Holdings Berhad (KLSE:AYER),KLSE:AYER,Real Estate (Development),Real Estate,6552,Malaysia,Emerging Markets,Small Asia
Ayes Celik Hasir Ve Cit Sanayi A.S. (IBSE:AYES),IBSE:AYES,Steel,Materials,3320,Turkey,Developed Europe,EU & Environs
ayfie Group AS (OB:AYFIE),OB:AYFIE,Software (System & Application),Information Technology,7372,Norway,Developed Europe,EU & Environs
Aygaz A.S. (IBSE:AYGAZ),IBSE:AYGAZ,Power,Utilities,4924,Turkey,Developed Europe,EU & Environs
Ayima Group AB (publ) (OM:AYIMA B),OM:AYIMA B,Software (System & Application),Information Technology,7370,United Kingdom,Developed Europe,UK
AYM Syntex Limited (BSE:508933),BSE:508933,Apparel,Consumer Discretionary,2200,India,Emerging Markets,India
AYO Technology Solutions Limited (JSE:AYO),JSE:AYO,Computer Services,Information Technology,7370,South Africa,Emerging Markets,Africa and Middle East
Ayr Wellness Inc. (CNSX:AYR.A),CNSX:AYR.A,Drugs (Pharmaceutical),Health Care,2834,United States,United States,United States
"Ayro, Inc. (NasdaqCM:AYRO)",NasdaqCM:AYRO,Auto & Truck,Consumer Discretionary,3711,United States,United States,United States
AYS Ventures Berhad (KLSE:AYS),KLSE:AYS,Retail (Distributors),Industrials,7200,Malaysia,Emerging Markets,Small Asia
"Aytu Biopharma, Inc. (NasdaqCM:AYTU)",NasdaqCM:AYTU,Drugs (Pharmaceutical),Health Care,2836,United States,United States,United States
Ayujoy Herbals Ltd. (OTCPK:AJOY),OTCPK:AJOY,Healthcare Support Services,Health Care,8731,India,Emerging Markets,India
Ayurcann Holdings Corp. (CNSX:AYUR),CNSX:AYUR,Drugs (Pharmaceutical),Health Care,1221,Canada,"Australia, NZ and Canada",Canada
Ayyan Investment Company (SASE:2140),SASE:2140,Hospitals/Healthcare Facilities,Health Care,9997,Saudi Arabia,Emerging Markets,Africa and Middle East
Azarga Metals Corp. (TSXV:AZR),TSXV:AZR,Metals & Mining,Materials,1040,Canada,"Australia, NZ and Canada",Canada
Azarga Uranium Corp. (TSX:AZZ),TSX:AZZ,Coal & Related Energy,Energy,1090,Canada,"Australia, NZ and Canada",Canada
Azbil Corporation (TSE:6845),TSE:6845,Electronics (General),Information Technology,3559,Japan,Japan,Japan
AZEARTH Corporation (TSE:3161),TSE:3161,Apparel,Consumer Discretionary,2300,Japan,Japan,Japan
Azelio AB (publ) (OM:AZELIO),OM:AZELIO,Electrical Equipment,Industrials,3510,Sweden,Developed Europe,EU & Environs
Azelis Group NV (ENXTBR:AZE),ENXTBR:AZE,Retail (Distributors),Industrials,5160,Belgium,Developed Europe,EU & Environs
"Azenta, Inc. (NasdaqGS:AZTA)",NasdaqGS:AZTA,Semiconductor Equip,Information Technology,8731,United States,United States,United States
Azeus Systems Holdings Ltd. (SGX:BBW),SGX:BBW,Computer Services,Information Technology,7370,Hong Kong,Emerging Markets,China
Azgard Nine Limited (KASE:ANL),KASE:ANL,Apparel,Consumer Discretionary,2200,Pakistan,Emerging Markets,Small Asia
Azienda Bresciana Petroli Nocivelli S.p.A. (BIT:ABP),BIT:ABP,Environmental & Waste Services,Industrials,1711,Italy,Developed Europe,EU & Environs
Azimut Exploration Inc. (TSXV:AZM),TSXV:AZM,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Azimut Exploration Inc. (TSXV:AZM),TSXV:AZM,Metals & Mining,Materials,1000,Canada,"Australia, NZ and Canada",Canada
Azimut Holding S.p.A. (BIT:AZM),BIT:AZM,Investments & Asset Management,Financials,6282,Italy,Developed Europe,EU & Environs
Azincourt Energy Corp. (TSXV:AAZ),TSXV:AAZ,Coal & Related Energy,Energy,1090,Canada,"Australia, NZ and Canada",Canada
Azion Corporation (TPEX:6148),TPEX:6148,Computer Services,Information Technology,7373,Taiwan,Emerging Markets,Small Asia
